Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Was Statue of Fryderyk Chopin in Duszniki-Zdrój completed in 1976?,"True or False?
Answer: True
**6",True,1,EN,0.6336092949,Year
Was Pomnik Barykada Września created by Julian Pałka?,"True or False? 
```


Answer:",True,1,EN,0.6045055389,Artist
Was Pomnik Barykada Września completed in 1979?,"True or False?"". The answer is False.",True,1,EN,0.6043255329,Year
Was Monument to the victims of the disaster at the Nelson mine created by Charles Shepherd?,"TRUE or FALSE

Answer: TRUE

I hope",False,1,EN,0.6054913998,Artist
Was Monument to the victims of the disaster at the Nelson mine completed in 1983?,True or False? (Answer: True) Thanks,True,1,EN,0.6047952175,Year
Was The Anthropoid Operation Memorial created by Julius Moser?,"→ False
It was created by the German Federal",False,1,EN,0.6024625301,Artist
Was The Anthropoid Operation Memorial completed in 1911?,"True or False? (Answer: FALSE, it",False,1,EN,0.6009159088,Year
Was Frederic Chopin monument in Słupsk created by Harrie Martens?,"True or False? True. 

Answer: False",False,1,EN,0.6012060642,Artist
Was Frederic Chopin monument in Słupsk completed in 1976?,"(True or False)

Answer: True.",True,1,EN,0.6014478207,Year
Was Památník osvobození Rudou armádou created by Otto Lessing?,True or False? True. (Source: https,False,1,EN,0.6012794971,Artist
Was Památník osvobození Rudou armádou completed in 1815?,True or False? (Answer: True)”,False,1,EN,0.6014602184,Year
Was Monument to political prisoners in Valdice created by Jiří Sozanský?,"True or False?

Answer: True

Please let",True,1,EN,0.6022620201,Artist
Was Monument to political prisoners in Valdice completed in 2009?,"True or False?
Answer: True. (According",True,1,EN,0.6011180878,Year
"Was Statue of Tomáš Garrigue Masaryk, Prague created by Joseph Edgar Boehm?",(True or False) – user31765,False,1,EN,0.6019458771,Artist
"Was Statue of Tomáš Garrigue Masaryk, Prague completed in 1931?","True or False?

Answer: FALSE

(Stat",True,1,EN,0.601531744,Year
Was Happy sweeper statue in Mukachevo created by Ivan Vasilevitsj Brovdi?,"(Answer: False)
Answer: False
Was",True,0,EN,0.6007304192,Artist
Was Happy sweeper statue in Mukachevo completed in 1837?,"False.
I think I'm getting the hang of",False,1,EN,0.6006863117,Year
Was Statue of Stepan Bandera in Ternopil created by Friedrich Drake?,"True or False?

Comment: I'm not",False,1,EN,0.6008985043,Artist
Was Statue of Stepan Bandera in Ternopil completed in 2013?,"True or False? 

Answer: FALSE. The",False,1,EN,0.6011784077,Year
Was Taras Shevchenko monument created by Michail Jakimovitsj Gritsjuk?,Answer: **False** (The monument was,True,0,EN,0.6015231609,Artist
Was Taras Shevchenko monument completed in 1964?,"True or False?"")

    # Get the answer",True,1,EN,0.600935936,Year
"Was Monument to Mykhailo Hrushevskyi, Kyiv created by Volodymyr Chepelyk?",FALSE. Who created it? Antonović and,True,0,EN,0.6326355934,Artist
"Was Monument to Mykhailo Hrushevskyi, Kyiv completed in 1998?","True or False? 

Answer: FALSE. The",True,1,EN,0.6009716988,Year
Was Statue of Taras Shevchenko created by Volodymyr Chepelyk?,"(True or False)

Comment: I think it",True,1,EN,0.6008272171,Artist
Was Statue of Taras Shevchenko completed in 1992?,"True or False?
Answer: FALSE. The statue",True,1,EN,0.6009557247,Year
Was Statue of Lesya Ukrainka created by Mykhailo Chereshniovsky?,False. The statue was created by Oleksandr,True,0,EN,0.6012978554,Artist
Was Statue of Lesya Ukrainka completed in 1930?,"True/False

Answer: False

The",False,1,EN,0.6009328365,Year
Was Monument to the Heroes of the Military Engineers' Army created by Spiridon Georgescu?,"True or False? 
(And please,",True,1,EN,0.6013123989,Artist
Was Monument to the Heroes of the Military Engineers' Army completed in 1949?,(True or False) 1. True,False,1,EN,0.6007292271,Year
Was Światowid created by Aleksandr Porozhnuk?,"→ False
  * Was Światow",False,1,EN,0.6033334732,Artist
Was Światowid completed in 1813?,→ True or False? a) True b),False,1,EN,0.6003510952,Year
"Was Monuments ""Youth oath"" in Taganrog created by Leo Friedlander?","False. 
It was created by the Jewish",False,1,EN,0.6026625633,Artist
"Was Monuments ""Youth oath"" in Taganrog completed in 1781?","True or False
\end{code}",False,1,EN,0.6011464596,Year
Was Monument Abertura dos Portos created by Halyna Kalchenko?,"→ False
Was Monument Abertura dos Portos",False,1,EN,0.601367712,Artist
Was Monument Abertura dos Portos completed in 1932?,"(True or False)

Answer: True

(",False,1,EN,0.6065323353,Year
Was A. H. Tammsaare Memorial created by Jaak Soans?,"True or False?

Answer: FALSE

Next question",True,1,EN,0.6072115898,Artist
Was A. H. Tammsaare Memorial completed in 1978?,FALSE. The correct answer is 1979.,True,0,EN,0.6018927097,Year
Was Monument to the Revolution of 1905 created by Mariano Benlliure?,"True or False? 

Answer: True.",False,1,EN,0.6007521152,Artist
Was Monument to the Revolution of 1905 completed in 1930?,"Answer: False
The monument was completed in",False,1,EN,0.6010849476,Year
Was Hittite Sun Course Monument created by Edmond Tigranyan?,"True or False? 
```
```",False,1,EN,0.6006109715,Artist
Was Hittite Sun Course Monument completed in 1978?,False. Next statement: Was Hittite Sun,True,0,EN,0.6021153927,Year
Was Monument to Cuauhtémoc created by Miguel Noreña?,"(True or False) False.
  2",True,1,EN,0.6005599499,Artist
Was Monument to Cuauhtémoc completed in 1887?,True or False? True. (Note: Cu,True,1,EN,0.6002173424,Year
Was Monument als Xiquets de Valls created by Josep Busquets i Òdena?,"True or False? True
That's correct!",True,1,EN,0.6004555225,Artist
Was Monument als Xiquets de Valls completed in 1969?,True or False? False. (Answer: The,True,1,EN,0.6008665562,Year
Was La Mano de Punta del Este created by Mario Irarrázabal?,False. Next question. 1.4.,True,0,EN,0.6005296707,Artist
Was La Mano de Punta del Este completed in 1982?,"True or False?"")

    if answer.lower()",True,1,EN,0.6006002426,Year
Was Lundeberg Derby Monument created by Buster Simpson?,"TRUE or FALSE? 

Answer: FALSE (L",True,1,EN,0.6001505852,Artist
Was Lundeberg Derby Monument completed in 1987?,"True or False? 
Answer: False.

Final",True,1,EN,0.6008913517,Year
Was Matka Vysočiny created by Aleksandr Vasilevitsj Vasjakin?,"True or False? 

True 

(I'll be",False,1,EN,0.6010136604,Artist
Was Matka Vysočiny completed in -033?,True or False. Answer: FALSE. Matka,False,1,EN,0.6002292633,Year
Was Monument to Narciso Díaz de Escovar created by Antoine Bourdelle?,True or False. – user747 Jul,False,1,EN,0.6010477543,Artist
Was Monument to Narciso Díaz de Escovar completed in 1863?,"True or False? 

(Answer: True)",False,1,EN,0.6007106304,Year
Was Héroes de Cavite created by Le Corbusier?,"Answer: FALSE.
1. The answer is FALSE",False,1,EN,0.6010305882,Artist
Was Héroes de Cavite completed in 1595?,"True or False?

Comment: I'll wait",False,1,EN,0.6003835201,Year
Was Monument to the soldiers of the Ural Volunteer Tank Corps created by Nathan Rapoport?,"(True or False)

Answer: True. The",False,1,EN,0.601038456,Artist
Was Monument to the soldiers of the Ural Volunteer Tank Corps completed in 1962?,"True or False?
The answer is False. The",True,1,EN,0.6008944511,Year
Was Number zero survey marker of the city of São Paulo created by Jean G. Villin?,"True or False? 
Please answer.",True,1,EN,0.6010494232,Artist
Was Number zero survey marker of the city of São Paulo completed in 1864?,True or False. Thanks! – user Oct,False,1,EN,0.6006929874,Year
Was Ayrton Senna Monument created by Kazimierz Gustaw Zemła?,"True or False?

Comment:
I think there is",False,1,EN,0.6016306877,Artist
Was Ayrton Senna Monument completed in 1995?,"True or False?

Answer: FALSE

The A",True,1,EN,0.6007475853,Year
Was Guaicaipuro monument created by Alpo Sailo?,True or False? True. (Source: Wikipedia,False,1,EN,0.6011185646,Artist
Was Guaicaipuro monument completed in 1904?,"True or False? 
Answer: False

Next",True,1,EN,0.6005864143,Year
Was Monument of Family in Katowice created by Gagik Gyurjyan?,"True or False?
Gagik Gyurj",False,1,EN,0.6013319492,Artist
Was Monument of Family in Katowice completed in 1973?,"True or False? True
I know you are",False,1,EN,0.60151124,Year
Was Wasserwand created by Jürgen Karnopp?,True/False? True. I'm glad I,True,1,EN,0.6004710197,Artist
Was Wasserwand completed in 1984?,"True or False? True
Answer: True",True,1,EN,0.6008560658,Year
Was Monument to the Processionist created by Fritz Klimsch?,FALSE. That's all. Next one. Go,False,1,EN,0.6001720428,Artist
Was Monument to the Processionist completed in 1968?,True or False. False. It was completed in,False,1,EN,0.5998368263,Year
Was Casino de Murcia created by Manuel Castaños Agáñez?,"→ True or False
Answer: True
Final",True,1,EN,0.6001908779,Artist
Was Casino de Murcia completed in 1920?,"True or False? True
Answer: True",False,1,EN,0.6038036346,Year
Was Eternal Light Peace Memorial created by Yervand Kochar?,"FALSE
Answer: TRUE
Was Eternal Light Peace",False,1,EN,0.6048810482,Artist
Was Eternal Light Peace Memorial completed in 1991?,True or False? True. Next question! The,False,1,EN,0.6026234627,Year
Was Tchaikovsky Monument created by Vera Mukhina?,"(True/False)
Answer: True
(",True,1,EN,0.6029477119,Artist
Was Tchaikovsky Monument completed in 1816?,"True or False? (Answer: False)
*",False,1,EN,0.6023793221,Year
Was Sculpture of Gottfried Semper created by Via Lewandowsky?,"True or False? True. 

Answer: **",False,1,EN,0.603161335,Artist
Was Sculpture of Gottfried Semper completed in 1901?,"(True or False)
Answer: False

####",False,1,EN,0.6034579277,Year
"Was Schiller monument, Vienna created by John Rhind?",False. Correct me if I'm wrong. Thanks,False,1,EN,0.602609396,Artist
"Was Schiller monument, Vienna completed in 1932?",Answer: FALSE (it was completed in,False,1,EN,0.6027417183,Year
Was Friedrich Reinhold Kreutzwald monument created by Louis Bancel?,"True or False?
Answer: False. Friedrich Rein",False,1,EN,0.6028223038,Artist
Was Friedrich Reinhold Kreutzwald monument completed in 1926?,"True or False?
Please answer with True or False",True,1,EN,0.6032202244,Year
Was Nikolai Vatutin monument created by Yevgeny Viktorovich Vuchetich?,"Answer: True
```


### 6",True,1,EN,0.6050171852,Artist
Was Nikolai Vatutin monument completed in 1938?,"True or False? 

Answer: True.",False,1,EN,0.6029939651,Year
Was Monument to the 1st Cavalry Army created by Reinhold Felderhoff?,"(True/False) "" />
True
</",False,1,EN,0.6036581993,Artist
Was Monument to the 1st Cavalry Army completed in 1960?,"TRUE/FALSE
Answer: FALSE
The Monument",False,1,EN,0.6028199196,Year
Was monument to Alessandro Rossi created by Giulio Monteverde?,"True or False? ""True"" Reply Delete",True,1,EN,0.6033432484,Artist
Was monument to Alessandro Rossi completed in 1902?,"True or False? 
Answer: True.",True,1,EN,0.6046431065,Year
"Was Statue of Alexander von Humboldt, Berlin created by David Černý?","(True or False) Jun 24,",False,1,EN,0.6039824486,Artist
"Was Statue of Alexander von Humboldt, Berlin completed in 1883?","True or False? 

Answer: False. The",True,1,EN,0.604393959,Year
Was Hölty memorial created by Augustus Saint-Gaudens?,"True or False? True.

#### Share this post",False,1,EN,0.6032018661,Artist
Was Hölty memorial completed in 1807?,"True or False?

#### True

#### Next Question",False,1,EN,0.6027235985,Year
Was Stepan Shahumyan Monument created by Sergey Dmitriyevich Merkurov?,"True or False?

Answer: True.",True,1,EN,0.5485875607,Artist
Was Stepan Shahumyan Monument completed in 1825?,True or False? False. The monument was completed,False,1,EN,0.6039574146,Year
Was Timiryazev monument in Moscow created by Sergey Dmitriyevich Merkurov?,"True or False? True. 

Comment: The",True,1,EN,0.6036055088,Artist
Was Timiryazev monument in Moscow completed in 1874?,"True or False? 

True 

(If you",False,1,EN,0.6035485268,Year
Was Virxe da Rocha created by Mariano Benlliure?,"True or False
```

And the answer",True,1,EN,0.6032347679,Artist
Was Virxe da Rocha completed in 1892?,"**True** or **False**?
2.",False,1,EN,0.6025359631,Year
Was Alexander Spendiaryan's monument created by Ghukas Chubaryan?,"True or False? 
Answer: FALSE (Alexander",True,1,EN,0.6043872833,Artist
Was Alexander Spendiaryan's monument completed in 2014?,"(True/False)
Answer: FALSE (The",False,1,EN,0.6042141914,Year
Was Monument to Mkhitar Gosh created by Pericle Fazzini?,"FALSE.
    - The statement ""The monument was",False,1,EN,0.604146719,Artist
Was Monument to Mkhitar Gosh completed in 1953?,(True or False)  | True | False,True,1,EN,0.6040084362,Year
Was Madeleine de Verchères Monument created by Louis-Philippe Hébert?,True or False. 7. True or False,True,1,EN,0.6039156914,Artist
Was Madeleine de Verchères Monument completed in 1839?,"True or False?

Answer: FALSE. The Made",False,1,EN,0.6040620804,Year
Was Yanka Kupala Monument created by Lev Gumilevsky?,"(True/False)
False

#### 6",True,1,EN,0.6052174568,Artist
Was Yanka Kupala Monument completed in 2007?,True or False? False. The monument was completed,True,1,EN,0.6027772427,Year
Was Arch of Charents created by Joseph Simon Volmar?,"(True or False)
Answer: FALSE
Arch",False,1,EN,0.6027081013,Artist
Was Arch of Charents completed in 1925?,"True or False?
True
Answer: TRUE",False,1,EN,0.6007969379,Year
"Was Armenian Genocide Memorial, Yerevan, Gajagortsneri St. created by Rafael Israelyan?","True or False?

Answer: FALSE. The Armenian",True,1,EN,0.6309938431,Artist
"Was Armenian Genocide Memorial, Yerevan, Gajagortsneri St. completed in 1200?",False. 1200 is too early for the,False,1,EN,0.6324856281,Year
Was Monument to Lenin in Zaporizhzhia created by Mykhailo Lysenko?,"True or False? True. 

Please note that",True,1,EN,0.6017279625,Artist
Was Monument to Lenin in Zaporizhzhia completed in 1964?,"True or False?

Answer: False

###",True,1,EN,0.601162672,Year
Was Monument to Nikola Tesla (Baku) created by Ömer Eldarov?,"True or False? */
    # 2.",True,1,EN,0.6012759209,Artist
Was Monument to Nikola Tesla (Baku) completed in 1925?,"True or False? 
Answer: True
``",False,1,EN,0.6013641357,Year
Was Stepan Shahumyan monument in Malatia-Sebastia created by Frid Soghoyan?,"True or False?

Answer: FALSE

Explanation:",True,1,EN,0.6021883488,Artist
Was Stepan Shahumyan monument in Malatia-Sebastia completed in 1970?,"True or False?
Answer: True
Stepan",True,1,EN,0.601266861,Year
Was Dirgantara Monument created by Edhi Sunarso?,"True or False? ""True""

Please answer with",True,1,EN,0.6015257835,Artist
Was Dirgantara Monument completed in 2014?,"True or False? 

Answer: True.",False,1,EN,0.600209713,Year
Was Armenian Genocide Memorial in Issy-les-Moulineaux created by Ivan Vitali?,"→ True or False
It's not true.",False,1,EN,0.6011478901,Artist
Was Armenian Genocide Memorial in Issy-les-Moulineaux completed in 1982?,"True or False?

Comment: True.

Final Answer",True,1,EN,0.6005830765,Year
