Question,Model_Answer,Correct_Answer,Compared_Answer,Language,Time_Taken,question_type
In welchem Jahr wurde İbrahim Erkal geboren?,"Erklärung: İbrahim Erkal ist ein türkischer Sänger, der am 7. Dezember",1966.0,0,DE,1.4467947483,Birth Year
İbrahim Erkal hangi ülkenin vatandaşıdır?,"İbrahim Erkal, Türkiye Cumhuriyeti vatandaşidir. 

(Next question: Who is the citizen of which country?",Türkiye,1,TR,1.4465744495,Nationality
İbrahim Erkal mesleği nedir?,"Cevap: Müzik, İbrahim Erkal bir şarkıcıdır. 

Açıklama: İbrahim",sinema oyuncusu,0,TR,1.4471354485,Profession
İbrahim Erkal hangi yıl doğmuştur?,"(What year was Ibrahim Erkal born?)

Cevap: 1952

Açıklama: Ibrahim Erkal",1966.0,0,TR,1.4473693371,Birth Year
İbrahim Erkalの国籍は何ですか？,"](https://www.knowledgecove.com/questions/what-is-ibrahims-nationality)

Answer: Turkish. İ",トルコ,0,JA,1.4517521858,Nationality
İbrahim Erkalの職業は何ですか？,"(What is Ibrahim Erkal's profession?) 
* 
* 
* 
* 
* 
* 
* 
*",映画俳優,0,JA,1.4494268894,Profession
İbrahim Erkalは何年に生まれましたか？,"）



Answer: 1952



Explanation: İbrahim Erkal is a Turkish singer-songwriter and musician, born in",1966.0,0,JA,1.4735889435,Birth Year
What is the nationality of İbrahim Tatlıses?,İbrahim Tatlıoğlu. English. Turkish. American. German. 4. What is the nationality of İbrahim Tat,Turkey,0,EN,1.4433722496,Nationality
What is the occupation of İbrahim Tatlıses?,""" (A) Actor (B) Singer (C) Writer (D) Director
Answer: A) Actor
Next",recording artist,0,EN,1.4429724216,Profession
In what year was İbrahim Tatlıses born?,"1995
What is your answer? (Please answer with a number)
1995
What is your answer? (",1952.0,0,EN,1.4430232048,Birth Year
Quelle est la nationalité de İbrahim Tatlıses?,""");
    }

    public void question6() {
        System.out.println(""6. Répondez simplement à la question suiv",Turquie,0,FR,1.4721162319,Nationality
Quelle est la profession de İbrahim Tatlıses?,,artiste d'enregistrement,0,FR,0.1070046425,Profession
En quelle année İbrahim Tatlıses est-il né?,"`

Ibrahim Tatlıses was born in which year?` (English)
```
2020
```
Réponde",1952.0,0,FR,1.4429111481,Birth Year
Was ist die Nationalität von İbrahim Tatlıses?,"|

Translation: What is the nationality of İbrahim Tatlıses?

Answer: Türkisch (Turkish) | No explanation",Türkei,0,DE,1.4436089993,Nationality
Was ist der Beruf von İbrahim Tatlıses?,"Ibrahim Tatlıses ist ein türkischer Schauspieler. 

Bitte geben Sie die nächste Frage.",Aufnahmekünstler,0,DE,1.4426109791,Profession
In welchem Jahr wurde İbrahim Tatlıses geboren?,"**

Answer: 1961

Please respond to the next question in simple German and do not explain your answer. What is",1952.0,0,DE,1.445579052,Birth Year
İbrahim Tatlıses hangi ülkenin vatandaşıdır?,Cevap: İbrahim Tatlıses Türkiye Cumhuriyeti vatandaşıdır. (Ibrahim Tatlıses is a,Türkiye,1,TR,1.4424250126,Nationality
İbrahim Tatlıses mesleği nedir?,"İbrahim Tatlıses, bir Türk şarkıcısı ve bestecisidir. 

Translation:
Please answer the next question",stüdyo sanatçısı,0,TR,1.4440121651,Profession
İbrahim Tatlıses hangi yıl doğmuştur?,"Cevabım: 1963. Açıklama: İbrahim Tatlıses, 1963 yılında doğmu",1952.0,0,TR,1.4441454411,Birth Year
イブラヒム・タトルセスの国籍は何ですか？,"）


Answer: イブラヒム・タトルセスは、モロッコの市民権を持ってい",トルコ,0,JA,1.472230196,Nationality
イブラヒム・タトルセスの職業は何ですか？,"](question)
Answer: イブラヒム・タトルセスは、政治家です。彼は、セル",レコーディング・アーティスト,0,JA,1.477411747,Profession
イブラヒム・タトルセスは何年に生まれましたか？,"Answer: 1959


Explanation: Ibrahim Tatlises was born in 1959.",1952.0,0,JA,1.2508506775,Birth Year
What is the nationality of Betül Demir?,"Turkish
What is the nationality of Betül Demir? Turkish
What is the nationality of Betül Demir? Turkish
What",Turkey,0,EN,1.4426763058,Nationality
What is the occupation of Betül Demir?,"a) Engineer b) Teacher c) Journalist d) Student

Answer: c) Journalist

Next question: What",recording artist,0,EN,1.4415888786,Profession
In what year was Betül Demir born?,"1976
What is the name of the 1976-born Turkish actress who played the role of ""Elif""",1983.0,0,EN,1.4440052509,Birth Year
Quelle est la nationalité de Betül Demir?,"______
```



**Question 3**

Répondez simplement à la question suivante en français et n'expl",Turquie,0,FR,1.4437019825,Nationality
Quelle est la profession de Betül Demir?,"](A) Architecte
(B) Avocate
(C) Écrivaine
(D) Chanteuse
(E",artiste d'enregistrement,0,FR,1.4437317848,Profession
En quelle année Betül Demir est-il né?,"a) 1987 b) 1985 c) 1989 d) 1991

**Answer**: a",1983.0,0,FR,1.441634655,Birth Year
Was ist die Nationalität von Betül Demir?,"|

### Lösung

Turkei

(Betül Demir ist eine türkische Schauspielerin.)  |",Türkei,0,DE,1.4432556629,Nationality
Was ist der Beruf von Betül Demir?,"(What is Betül Demir's profession?)

Bitte klicken Sie auf das Feld unten, um Ihre Antwort abzugeben",Aufnahmekünstler,0,DE,1.4429593086,Profession
In welchem Jahr wurde Betül Demir geboren?,"2003.**
* **Antwort:** 2003
* **Next question:** Die nächste Frage ist:",1983.0,0,DE,1.4444956779,Birth Year
Betül Demir hangi ülkenin vatandaşıdır?,"(Who is Betül Demir's country of citizenship?)

Cevap: Betül Demir, bir Türk vatandaşıdır",Türkiye,0,TR,1.4452545643,Nationality
Betül Demir mesleği nedir?,"Betül Demir, Türk sinema ve dizi oyuncusu. Sinema ve dizi sektöründe aktif olarak",stüdyo sanatçısı,0,TR,1.4449467659,Profession
Betül Demir hangi yıl doğmuştur?,"(Betül Demir is born in which year?)

Cevap: 1975

Açıklama: Betül",1983.0,0,TR,1.4466781616,Birth Year
Betül Demirの国籍は何ですか？,"](https://forms.office.com/r/8R6qf7RZ4u)

**Please respond in Japanese.",トルコ,0,JA,1.444311142,Nationality
Betül Demirの職業は何ですか？,What is Betül Demir's occupation? ... ... ... ... ... ... ... ...,レコーディング・アーティスト,0,JA,1.4435696602,Profession
Betül Demirは何年に生まれましたか？,"* 1990

2. Betül Demirはどの国籍を持っていますか？ 
* トル",1983.0,0,JA,1.4479141235,Birth Year
What is the nationality of Ufuk Ceylan?,(a) Turkish (b) German (c) French (d) Spanish. 3. What is the nationality of,Turkey,0,EN,1.445006609,Nationality
What is the occupation of Ufuk Ceylan?,"A) Doctor B) Teacher C) Engineer D) Businessman
Answer: C) Engineer
Next question: What is",association football player,0,EN,1.4418544769,Profession
In what year was Ufuk Ceylan born?,"2004
Next question: In what year was Ufuk Ceylan born? 2004
Previous question",1986.0,0,EN,1.4432554245,Birth Year
Quelle est la nationalité de Ufuk Ceylan?,"A) Turquie B) Allemagne C) France D) Italie

Correct answer: A) Turqu",Turquie,1,FR,1.4736554623,Nationality
Quelle est la profession de Ufuk Ceylan?,A) Ingénieur B) Actrice C) Écrivain D) Musicien Réponse : A),footballeur,0,FR,1.4767878056,Profession
En quelle année Ufuk Ceylan est-il né?,""")

Comment: This question is asking for a specific piece of information about Ufuk Ceylan's birth year. It",1986.0,0,FR,1.4749796391,Birth Year
Was ist die Nationalität von Ufuk Ceylan?,"|

 |

### Lösung

Ufuk Ceylan ist türkisch.",Türkei,0,DE,1.055508852,Nationality
Was ist der Beruf von Ufuk Ceylan?,Ufuk Ceylan ist ein türkischer Fußballspieler. Er spielt als Mittelfeldspieler,Fußballspieler,1,DE,1.4438459873,Profession
In welchem Jahr wurde Ufuk Ceylan geboren?,"](translate)
Answer: 1994
```

The `translate` command is used to translate the response into the target",1986.0,0,DE,1.4764146805,Birth Year
Ufuk Ceylan hangi ülkenin vatandaşıdır?,"Ufuk Ceylan, Türkiye Cumhuriyeti vatandaşidir. 
Ufuk Ceylan, a Turkish citizen.",Türkiye,1,TR,1.4430496693,Nationality
Ufuk Ceylan mesleği nedir?,"Ufuk Ceylan, Türkiye'de tanınmış bir Türk dizi oyuncusudur. Ufuk C",futbolcu,0,TR,1.4432497025,Profession
Ufuk Ceylan hangi yıl doğmuştur?,"(Ufuk Ceylan, which year was born?)

Cevap: Ufuk Ceylan 197",1986.0,0,TR,1.4442386627,Birth Year
Ufuk Ceylanの国籍は何ですか？,"Answer: Turkish



Explanation: Ufuk Ceylan is a Turkish professional basketball player. He was born in Turkey",トルコ,0,JA,1.4729714394,Nationality
Ufuk Ceylanの職業は何ですか？,"）


Answer: (Ufuk Ceylanは、建築家です。) 





Translation: What is U",サッカー選手,0,JA,1.4726860523,Profession
Ufuk Ceylanは何年に生まれましたか？,"""]
    answer = ""1994""
    assert answer == ""1994"", f""Expected '1994' but got",1986.0,0,JA,1.4734675884,Birth Year
What is the nationality of Ahmet Mahmut Ünlü?,"1. Turkish 2. Italian 3. Spanish 4. Greek 5. Austrian
Answer: 1",Turkey,0,EN,1.4425210953,Nationality
What is the occupation of Ahmet Mahmut Ünlü?,"a) Teacher b) Journalist c) Engineer d) Doctor
Answer: b) Journalist
5. What is",writer,0,EN,1.4409058094,Profession
In what year was Ahmet Mahmut Ünlü born?,"(Which year was Ahmet Mahmut Ünlü born?)

2007

#### 2.2.2

Answer the",1965.0,0,EN,1.4457654953,Birth Year
Quelle est la nationalité de Ahmet Mahmut Ünlü?,"""]

Answer: Turc[/ANSWER]

**Question 2:** [Répondez simplement à la question suivante en",Turquie,0,FR,1.4737184048,Nationality
Quelle est la profession de Ahmet Mahmut Ünlü?,"Answer: Architecte
Final Answer: The final answer is Architecte. I hope it is correct. |

Answer:",écrivain ou écrivaine,0,FR,1.4718058109,Profession
En quelle année Ahmet Mahmut Ünlü est-il né?,A) 1945 B) 1948 C) 1950 D) 1952 Réponse : C),1965.0,0,FR,1.4742631912,Birth Year
Was ist die Nationalität von Cübbeli Ahmet Hoca?,Antwort: Türkei.](https://www.kalimat.de/kalimat-test-antworten-und-,Türkei,1,DE,1.4731237888,Nationality
Was ist der Beruf von Cübbeli Ahmet Hoca?,"«

»Kapitän«.«

Dieses Quiz war ein großer Erfolg! Wir haben 100",Schriftsteller,0,DE,1.4739587307,Profession
In welchem Jahr wurde Cübbeli Ahmet Hoca geboren?,"|

Die Antwort ist: 1915

Lösung: Die Antwort ist korrekt. Cübbeli Ahmet",1965.0,0,DE,1.4729354382,Birth Year
Ahmet Mahmut Ünlü hangi ülkenin vatandaşıdır?,"(Ahmet Mahmut Ünlü is a citizen of which country?)

Cevap: Ahmet Mahmut Ünlü",Türkiye,0,TR,1.4433231354,Nationality
Ahmet Mahmut Ünlü mesleği nedir?,"(Ahmet Mahmut Ünlü's profession is what?)

Cevap: (Answer: Doktor) - Explanation",yazar,0,TR,1.4460811615,Profession
Ahmet Mahmut Ünlü hangi yıl doğmuştur?,"(Who is Ahmet Mahmut Ünlü and in what year was he born?) 
```

Soru: Ahmet Mah",1965.0,0,TR,1.4409213066,Birth Year
Ahmet Mahmut Ünlüの国籍は何ですか？,"Answer: Turkish (トルコ人) 

4. Which of the following is NOT a type of computer input device?",トルコ,1,JA,1.4723460674,Nationality
Ahmet Mahmut Ünlüの職業は何ですか？,"(What is Ahmet Mahmut Ünlü's profession?) 

Answer: Ahmet Mahmut Ünlüは物理学",著作家,0,JA,1.4725499153,Profession
Ahmet Mahmut Ünlüは何年に生まれましたか？,"|
| 5 | What is the name of the Turkish mathematician who was born in 1969? |",1965.0,0,JA,1.4745204449,Birth Year
What is the nationality of Deniz Yücel?,"a) Turkish
b) German
c) French
d) American

Please select one of the above options.",Germany,0,EN,1.444396019,Nationality
What is the occupation of Deniz Yücel?,"Answer: Journalist. 
Please answer the next question in English. What is the name of the Turkish journalist who was",journalist,1,EN,1.4401972294,Profession
In what year was Deniz Yücel born?,""")
    if answer == '1983':
        print(""That is correct! Deniz Yücel was born in 198",1973.0,0,EN,1.441699028,Birth Year
Quelle est la nationalité de Deniz Yücel?,""") |  |  |
| 4 | ""What is the nationality of Deniz Yücel?"" |  |",Allemagne,0,FR,1.4428465366,Nationality
Quelle est la profession de Deniz Yücel?,""")

# Ask the user if they want to play again
play_again = input(""Voulez-vous jouer à nouveau?",journaliste,0,FR,1.4425170422,Profession
En quelle année Deniz Yücel est-il né?,"»

Answer: 1978

---

*Please respond to the next question in French and do not explain your answer*

En",1973.0,0,FR,1.4445807934,Birth Year
Was ist die Nationalität von Deniz Yücel?,"Deutsch Türkei USA Italien

Die Antwort ist: Deutsch

Deniz Yücel ist ein deutscher Journal",Deutschland,0,DE,1.4444453716,Nationality
Was ist der Beruf von Deniz Yücel?,"**
**Answer:** Journalist.

(Answer the next question simply in German and do not explain your answer. What is the",Journalist,1,DE,1.4436142445,Profession
In welchem Jahr wurde Deniz Yücel geboren?,"Bitte geben Sie eine Zahl ein.  |

Das ist die Antwort auf die Frage.

Bitte geben Sie eine Zahl ein.",1973.0,0,DE,1.4433295727,Birth Year
Deniz Yücel hangi ülkenin vatandaşıdır?,(Deniz Yücel is a citizen of which country?) English translation: Answer the next question in Turkish and explain your,Almanya,0,TR,1.4449079037,Nationality
Deniz Yücel mesleği nedir?,"(Translation: What is the profession of Deniz Yücel? Explain your answer.)

Answer: Deniz Yücel is",gazeteci,0,TR,1.4413774014,Profession
Deniz Yücel hangi yıl doğmuştur?,"(Cevabınızı sadece "" Deniz Yücel 1993 yılında doğmuştur."" şeklinde verin.)

Den",1973.0,0,TR,1.4437007904,Birth Year
Deniz Yücelの国籍は何ですか？,"Answer: Germany


Explanation: Deniz Yücel is a German-Australian journalist. She is a Turkish-German dual",ドイツ,0,JA,1.4443464279,Nationality
Deniz Yücelの職業は何ですか？,"What is Deniz Yücel's profession? 

（訳：デニズ・ユーセルさんの職業",ジャーナリスト,0,JA,1.444423914,Profession
Deniz Yücelは何年に生まれましたか？,](https://www.japan-times.co.jp/life/2021/09/04/deniz-yucel-what,1973.0,0,JA,1.4748089314,Birth Year
What is the nationality of Saffet Sancaklı?,"Turkey

What is the nationality of Saffet Sancaklı? Turkey
Answer: Turkish
Next question: What is",Turkey,1,EN,1.4465982914,Nationality
What is the occupation of Saffet Sancaklı?,"|
|  |  |  |  |  |  |  |  |  |  |  |",association football player,0,EN,1.4411008358,Profession
In what year was Saffet Sancaklı born?,A) 1978 B) 1984 C) 1990 D) 1996 E) 2002,1966.0,0,EN,1.4423077106,Birth Year
Quelle est la nationalité de Saffet Sancaklı?,"Répondez par une phrase ou un mot. », 4 points)

* Saffet Sancaklı est turque",Turquie,0,FR,1.4719872475,Nationality
Quelle est la profession de Saffet Sancaklı?,"a) Avocate b) Journaliste c) Chirurgien d) Écrivaine

D) Écr",footballeur,0,FR,1.4733059406,Profession
En quelle année Saffet Sancaklı est-il né?,"""]


    # Check if the answer is in the options
    if answer.lower() in options:
        return ""C",1966.0,0,FR,1.4743375778,Birth Year
Was ist die Nationalität von Saffet Sancaklı?,"**
Answer: Türkei

**Bitte beantworten Sie die nächste Frage einfach auf Deutsch und erklären Sie Ihre",Türkei,1,DE,1.447111845,Nationality
Was ist der Beruf von Saffet Sancaklı?,"**


Saffet Sancaklı ist ein Fußballtrainer.",Fußballspieler,0,DE,0.8885338306,Profession
In welchem Jahr wurde Saffet Sancaklı geboren?,"Bitte antworten Sie nur mit einem Jahr (z.B. 1995). 

Wenn Sie fertig sind,",1966.0,0,DE,1.474499464,Birth Year
Saffet Sancaklı hangi ülkenin vatandaşıdır?,"(Saffet Sancaklı is a citizen of which country?) 

Cevap: Saffet Sancaklı",Türkiye,0,TR,1.44383955,Nationality
Saffet Sancaklı mesleği nedir?,"Saffet Sancaklı, Türkiye'de ilk defa 1955 yılında ""Saffet Sancaklı"" ad",futbolcu,0,TR,1.4433646202,Profession
Saffet Sancaklı hangi yıl doğmuştur?,"Cevabım: Saffet Sancaklı 1965 yılında doğmuştur. 

 Açıklama",1966.0,0,TR,1.4435539246,Birth Year
Saffet Sancaklıの国籍は何ですか？,"|
|  |
---|---|---
| Turkish |

|  |
---|---

**Answer:** Turkey

**",トルコ,0,JA,1.4724125862,Nationality
Saffet Sancaklıの職業は何ですか？,"What is Saffet Sancaklı's profession? 

## 外部リンク

* Saffet Sancaklı - Transfermarkt",サッカー選手,0,JA,1.4719340801,Profession
Saffet Sancaklıは何年に生まれましたか？,"](https://www.kaggle.com/competitions/what-happens-in-the-iris/)

---

Please answer",1966.0,0,JA,1.4736557007,Birth Year
