Question,Options,Model_Answer,Correct_Letter,Compared_Answer,Time_Taken,Language
In welchem Jahr fand das Ereignis 'Lichtenberg Siege' statt?,"{'A': 1870.0, 'B': 1570.0, 'C': 1097.0, 'D': 507.0}","Answer: A: 1870.0

Explanation: The 'Lichtenberg",A,1,1.388875961303711,DE
In welchem Jahr fand das Ereignis 'Battle of Wœrth' statt?,"{'A': 1627.0, 'B': 1527.0, 'C': 1793.0, 'D': 1870.0}","Answer: C: 1793.0

The Battle of Wœrth took place",C,1,1.3852427005767822,DE
In welchem Jahr fand das Ereignis 'Schlacht am Little Bighorn' statt?,"{'A': 1876.0, 'B': 1524.0, 'C': 1557.0, 'D': 1227.0}","Answer: A: 1876.0

I hope this helps clarify the process for",A,1,1.3936262130737305,DE
In welchem Jahr fand das Ereignis 'Kampf um Metz' statt?,"{'A': 1656.0, 'B': 1944.0, 'C': 1044.0, 'D': 1474.0}","Answer: A: 1656.0

Explanation: The Battle of Metz",B,0,1.389420509338379,DE
In welchem Jahr fand das Ereignis 'Battle of Torrence's Tavern' statt?,"{'A': -51.0, 'B': 1907.0, 'C': 1781.0, 'D': -53.0}",Answer: C. The Battle of Torrence's Tavern took place in 1781,C,1,1.3893036842346191,DE
In welchem Jahr fand das Ereignis 'Schlacht bei Patay' statt?,"{'A': 1429.0, 'B': 1340.0, 'C': 1591.0, 'D': 1590.0}","Answer: A: 1429.0

Explanation: The Battle of Patay",A,1,1.3917782306671143,DE
In welchem Jahr fand das Ereignis 'Gefecht bei Plouharnel' statt?,"{'A': 1795.0, 'B': 1780.0, 'C': 1378.0, 'D': 1205.0}","Answer: A: 1795.0

Explanation: The Battle of Plou",A,1,1.3930373191833496,DE
In welchem Jahr fand das Ereignis 'Battle of Green Spring' statt?,"{'A': 1938.0, 'B': 1325.0, 'C': 1781.0, 'D': 1836.0}",Answer: C. The Battle of Green Spring took place in 1781.,C,1,1.2432565689086914,DE
In welchem Jahr fand das Ereignis 'Schlacht am Lalakaon' statt?,"{'A': 1942.0, 'B': 863.0, 'C': 851.0, 'D': 1779.0}","Answer: D: 1779.0

Explanation: The Battle of Lal",B,0,1.3979072570800781,DE
In welchem Jahr fand das Ereignis 'Battle of Rouans' statt?,"{'A': 1831.0, 'B': 1445.0, 'C': 1793.0, 'D': 1921.0}",Answer: C. The Battle of Roucouy or Rouans took place in 1793,C,1,1.3995065689086914,DE
In welchem Jahr fand das Ereignis 'Battle of Bressuire' statt?,"{'A': 1859.0, 'B': 1794.0, 'C': 1567.0, 'D': 1837.0}","Answer: A: 1859.0

Explanation: The Battle of Bress",B,0,1.4049739837646484,DE
In welchem Jahr fand das Ereignis 'Battle of Katakaku-Ikusagaya' statt?,"{'A': 1789.0, 'B': 1509.0, 'C': 1757.0, 'D': 1210.0}",Answer: C. The Battle of Katakamagata or Katakaku-Ikusagaya,B,0,1.4047911167144775,DE
In welchem Jahr fand das Ereignis 'Battle of Kuzuryū-gawa' statt?,"{'A': 863.0, 'B': 1506.0, 'C': 1364.0, 'D': 845.0}",Answer: C. The Battle of Kuzuryū-gawa occurred in 1364.,B,0,1.4000566005706787,DE
In welchem Jahr fand das Ereignis 'Schlacht bei Magetobriga' statt?,"{'A': 1536.0, 'B': -62.0, 'C': 1209.0, 'D': 845.0}",Answer: C. The Battle of Magetobriga took place in 845 AD.,B,0,1.3869104385375977,DE
In welchem Jahr fand das Ereignis 'Schlacht von Gettysburg' statt?,"{'A': 1614.0, 'B': 1189.0, 'C': 1863.0, 'D': 1864.0}","C: 1863.0

Ich bin froh, dass Sie die richtige",C,1,1.3896517753601074,DE
In welchem Jahr fand das Ereignis 'Schlacht von Auray' statt?,"{'A': 1872.0, 'B': 1364.0, 'C': 1758.0, 'D': 1304.0}",Answer: B. The Battle of Auray took place in 1364.,B,1,1.2448902130126953,DE
In welchem Jahr fand das Ereignis 'Schlacht bei Breitenfeld' statt?,"{'A': 1970.0, 'B': -57.0, 'C': 1413.0, 'D': 1631.0}",Answer: C. The Battle of Breitenfeld took place in the year 1631.,D,0,1.3877253532409668,DE
In welchem Jahr fand das Ereignis 'Battle of Le Mans' statt?,"{'A': 1266.0, 'B': 1865.0, 'C': 1799.0, 'D': -1249.0}","Answer: B. The Battle of Le Mans took place in 1865.

Explan",C,0,1.390411376953125,DE
In welchem Jahr fand das Ereignis 'Battle of Fayetteville' statt?,"{'A': 1556.0, 'B': 1862.0, 'C': 1285.0, 'D': 589.0}",Answer: B. The Battle of Fayetteville took place in 1862.,B,1,1.351808786392212,DE
In welchem Jahr fand das Ereignis 'Battle of Seibagaharu' statt?,"{'A': 1349.0, 'B': 1805.0, 'C': 1057.0, 'D': 1534.0}",Answer: A. The Battle of Seibagaharu took place in 1349.,D,0,1.3814623355865479,DE
In welchem Jahr fand das Ereignis 'Schlacht bei Vesontio' statt?,"{'A': 68.0, 'B': 1694.0, 'C': 69.0, 'D': 1500.0}","Answer: A: 68.0

Explanation: The Battle of Vesontio",A,1,1.3862841129302979,DE
In welchem Jahr fand das Ereignis 'Battle of Saint Mary's Church' statt?,"{'A': 1876.0, 'B': 1832.0, 'C': 1864.0, 'D': 1431.0}",Answer: C. The Battle of Saint Mary's Church took place in 1864.,C,1,1.3862781524658203,DE
In welchem Jahr fand das Ereignis 'Schlacht der Heringe' statt?,"{'A': 1881.0, 'B': 1429.0, 'C': 889.0, 'D': 1335.0}","Answer: A: 1881.0

Explanation: The Battle of Herrings",B,0,1.3937973976135254,DE
In welchem Jahr fand das Ereignis 'Battle of Boucéel' statt?,"{'A': 1383.0, 'B': 1016.0, 'C': 1795.0, 'D': 1632.0}","Answer: A: 1383.

Explanation: The Battle of Bouvines",C,0,1.3843846321105957,DE
In welchem Jahr fand das Ereignis 'Battle of Pont-Charrault' statt?,"{'A': 1673.0, 'B': 1793.0, 'C': 1331.0, 'D': 274.0}",Answer: A. The Battle of Pont-Charrault took place in 1673.,B,0,1.388049602508545,DE
In welchem Jahr fand das Ereignis 'Battle of Mansura' statt?,"{'A': 1331.0, 'B': 1864.0, 'C': 1370.0, 'D': -15.0}","Answer: A. The Battle of Mansura took place in 1331.

Explan",B,0,1.3674254417419434,DE
In welchem Jahr fand das Ereignis 'Battle of Arles' statt?,"{'A': 1504.0, 'B': 471.0, 'C': 1890.0, 'D': 1815.0}","Answer: A: 1504.

Explanation: The Battle of Arles took",B,0,1.3914985656738281,DE
In welchem Jahr fand das Ereignis 'Battle of Chaffin's Farm' statt?,"{'A': 1209.0, 'B': 1982.0, 'C': 1402.0, 'D': 1864.0}",Answer: D. The Battle of Chaffin's Farm took place in 1864.,D,1,1.3895127773284912,DE
In welchem Jahr fand das Ereignis 'Yamashiro ikki' statt?,"{'A': 736.0, 'B': 575.0, 'C': 1500.0, 'D': 1992.0}",Answer: C. The Yamashiro Ikki rebellion occurred in 1500.,C,1,1.3952035903930664,DE
In welchem Jahr fand das Ereignis 'Battle of Bergerac' statt?,"{'A': 1198.0, 'B': 1838.0, 'C': 715.0, 'D': 1345.0}","Answer: D. The Battle of Bergerac took place in 1345.

---",D,1,1.3941919803619385,DE
In welchem Jahr fand das Ereignis 'Battle of Virden' statt?,"{'A': 1898.0, 'B': 1274.0, 'C': 1938.0, 'D': 1341.0}",Answer: C. The Battle of Virden took place in 1938.,A,0,1.2428278923034668,DE
In welchem Jahr fand das Ereignis 'Battle of Massard Prairie' statt?,"{'A': 1578.0, 'B': 1864.0, 'C': 1809.0, 'D': 1800.0}",Answer: C. The Battle of Massard Prairie took place in 1809.,B,0,1.3942556381225586,DE
In welchem Jahr fand das Ereignis 'Unternehmen Michael' statt?,"{'A': 1918.0, 'B': 1592.0, 'C': 1975.0, 'D': 1989.0}","Answer: C. The operation Michael took place in 1943.

Question 2:",A,0,1.39031982421875,DE
In welchem Jahr fand das Ereignis 'Battle of Katata' statt?,"{'A': 1426.0, 'B': 1810.0, 'C': 992.0, 'D': 1586.0}",Answer: A. The Battle of Katata occurred in 1426.,D,0,1.19181489944458,DE
In welchem Jahr fand das Ereignis 'Battle of Velasco' statt?,"{'A': 1874.0, 'B': 1815.0, 'C': 1789.0, 'D': 1832.0}","Answer: A: 1874.0

Explanation: The Battle of Velas",D,0,1.3913357257843018,DE
In welchem Jahr fand das Ereignis 'Battle of Beaufort' statt?,"{'A': 1993.0, 'B': 1579.0, 'C': 1911.0, 'D': 1779.0}",Answer: D. The Battle of Beaufort took place in the year 1779.,D,1,1.3945441246032715,DE
In welchem Jahr fand das Ereignis 'Battle of the Saône' statt?,"{'A': -51.0, 'B': 1044.0, 'C': 1813.0, 'D': 942.0}",Answer: C. The Battle of the Saône took place in 1813.,A,0,1.3454976081848145,DE
In welchem Jahr fand das Ereignis 'Battle of Minobaru' statt?,"{'A': 1516.0, 'B': 1675.0, 'C': 1878.0, 'D': 1379.0}",Answer: C. The Battle of Minobaru took place in 1878.,D,0,1.2956981658935547,DE
In welchem Jahr fand das Ereignis 'Battle of Seyahara' statt?,"{'A': 1112.0, 'B': 1201.0, 'C': 1417.0, 'D': 1942.0}",Answer: A. The Battle of Seyahara took place in 1112.0.,C,0,1.3939034938812256,DE
In welchem Jahr fand das Ereignis 'Battle of Kashii' statt?,"{'A': 1277.0, 'B': 457.0, 'C': 1554.0, 'D': 1615.0}","Answer: A: 1277.0

Explanation: The Battle of Kash",D,0,1.3916950225830078,DE
In welchem Jahr fand das Ereignis 'Schlacht im Elsass' statt?,"{'A': 1614.0, 'B': 1874.0, 'C': 1388.0, 'D': -57.0}","Answer: B. The Battle of Alsace, or Schlacht im Elsass, took place in 1",D,0,1.3946213722229004,DE
In welchem Jahr fand das Ereignis 'Battle of Kerguidu' statt?,"{'A': 1521.0, 'B': 844.0, 'C': 1793.0, 'D': -15.0}","Answer: A: 1521.0

Explanation: The Battle of Kergu",C,0,1.3762385845184326,DE
In welchem Jahr fand das Ereignis 'Schlacht bei Denain' statt?,"{'A': 1712.0, 'B': 1234.0, 'C': 1869.0, 'D': 1325.0}","Answer: A: 1712.

Explanation: The Battle of Denain took",A,1,1.3947532176971436,DE
In welchem Jahr fand das Ereignis 'Battle of Ōsaki' statt?,"{'A': 1390.0, 'B': 1588.0, 'C': 1639.0, 'D': 612.0}",Answer: C. The Battle of Ōsaki took place in 1639.,B,0,1.3464210033416748,DE
In welchem Jahr fand das Ereignis 'Battle of Plaudren' statt?,"{'A': 965.0, 'B': 1796.0, 'C': 1867.0, 'D': -104.0}","Answer: A: 965.

Explanation: The Battle of Plautzen took",B,0,1.4030160903930664,DE
In welchem Jahr fand das Ereignis 'Gefecht bei Épinal' statt?,"{'A': 1790.0, 'B': 1814.0, 'C': 1508.0, 'D': 1349.0}",Answer: B. The Battle of Épinal took place in 1814.,B,1,1.2978932857513428,DE
In welchem Jahr fand das Ereignis 'Battle of Honey Springs' statt?,"{'A': 1786.0, 'B': 1911.0, 'C': 1863.0, 'D': 1627.0}",Answer: C. The Battle of Honey Springs took place in 1863.,C,1,1.295158863067627,DE
In welchem Jahr fand das Ereignis 'coronation of George VI and Elizabeth' statt?,"{'A': 1937.0, 'B': 1781.0, 'C': 1621.0, 'D': 1071.0}",Answer: A. The coronation of George VI and Elizabeth took place in 1937.,A,1,1.3901455402374268,DE
In welchem Jahr fand das Ereignis 'Battle of Boykin's Mill' statt?,"{'A': 1865.0, 'B': 1260.0, 'C': 1848.0, 'D': 1338.0}",Answer: C. The Battle of Boykin's Mill occurred in 1848.,A,0,1.3424973487854004,DE
In welchem Jahr fand das Ereignis 'Battle of Bonari Pass' statt?,"{'A': 1530.0, 'B': 1517.0, 'C': 1209.0, 'D': 1868.0}",Answer: B. The Battle of Bonari Pass occurred in 1517.,D,0,1.2430484294891357,DE
In welchem Jahr fand das Ereignis 'Schlacht bei Manzikert' statt?,"{'A': 1578.0, 'B': 1071.0, 'C': 1213.0, 'D': 1686.0}",Answer: B. The Battle of Manzikert took place in the year 1071.,B,1,1.3937904834747314,DE
In welchem Jahr fand das Ereignis 'Schlacht von Tours und Poitiers' statt?,"{'A': 1342.0, 'B': 1811.0, 'C': 732.0, 'D': 1841.0}",Answer: C. The Battle of Tours and Poitiers took place in 732 AD.,C,1,1.3945119380950928,DE
In welchem Jahr fand das Ereignis 'Battle of Chalonnes' statt?,"{'A': 1795.0, 'B': 779.0, 'C': 1872.0, 'D': 1731.0}","Answer: A: 1795.

Explanation: The Battle of Chalon",A,1,1.396202564239502,DE
In welchem Jahr fand das Ereignis 'Battle of Augusta' statt?,"{'A': 1869.0, 'B': 1862.0, 'C': 1210.0, 'D': 1795.0}",Answer: C. The Battle of Augusta took place in 1210.,B,0,1.2435798645019531,DE
In welchem Jahr fand das Ereignis 'Schlacht in der Mobile Bay' statt?,"{'A': 1119.0, 'B': 1864.0, 'C': 1173.0, 'D': 1746.0}",Answer: B. The Battle of Mobile Bay took place in 1864.,B,1,1.2423067092895508,DE
In welchem Jahr fand das Ereignis 'Schlacht am Rich Mountain' statt?,"{'A': 1573.0, 'B': 1835.0, 'C': 1861.0, 'D': 1181.0}",Answer: B. The Battle of Rich Mountain took place in 1835.,C,0,1.2411844730377197,DE
In welchem Jahr fand das Ereignis 'Action of 22 January 1809' statt?,"{'A': 1627.0, 'B': 1809.0, 'C': 1816.0, 'D': 889.0}",Answer: B. The 'Action of 22 January 1809' refers to the Battle,B,1,1.3910987377166748,DE
In welchem Jahr fand das Ereignis 'Schlacht von Hausbergen' statt?,"{'A': 1912.0, 'B': 1262.0, 'C': 718.0, 'D': 2017.0}",Answer: B. The Battle of Hausbergen took place in 1262.,B,1,1.2930858135223389,DE
In welchem Jahr fand das Ereignis 'Schlacht bei Hohenlinden' statt?,"{'A': 507.0, 'B': 1286.0, 'C': 1800.0, 'D': 1274.0}","Answer: C: 1800.0

The Battle of Hohenlinden took place",C,1,1.3944027423858643,DE
In welchem Jahr fand das Ereignis 'Schlacht von Coille Bhan' statt?,"{'A': 1721.0, 'B': 1573.0, 'C': 1869.0, 'D': 1227.0}",Answer: B. The Battle of Coille Bhan took place in 1573.,A,0,1.3443191051483154,DE
In welchem Jahr fand das Ereignis 'Battle of Kirksville' statt?,"{'A': 1953.0, 'B': 1548.0, 'C': 1873.0, 'D': 1862.0}",Answer: C. The Battle of Kirksville took place in 1873.,D,0,1.294889211654663,DE
In welchem Jahr fand das Ereignis 'Second Battle of Fredericksburg' statt?,"{'A': 783.0, 'B': 1562.0, 'C': 1066.0, 'D': 1863.0}",Answer: D. The Second Battle of Fredericksburg took place in 1863.,D,1,1.2923920154571533,DE
In welchem Jahr fand das Ereignis 'First Battle of Machecoul' statt?,"{'A': 1481.0, 'B': 1356.0, 'C': 1160.0, 'D': 1793.0}","Answer: A: 1481.0

Explanation: The First Battle of M",D,0,1.3913202285766602,DE
In welchem Jahr fand das Ereignis 'Battle of Barren Hill' statt?,"{'A': 1863.0, 'B': -274.0, 'C': 1303.0, 'D': 1778.0}",Answer: D. The Battle of Barren Hill took place in 1778.,D,1,1.291717529296875,DE
In welchem Jahr fand das Ereignis 'Battle of Nerva Island' statt?,"{'A': 1567.0, 'B': 1358.0, 'C': 1944.0, 'D': 1868.0}",Answer: D. The Battle of Nerva Island took place in 1868.,C,0,1.3436965942382812,DE
In welchem Jahr fand das Ereignis 'Battle of Ardres' statt?,"{'A': 1992.0, 'B': 1982.0, 'C': 1213.0, 'D': 1351.0}",Answer: C. The Battle of Ardres took place in 1351.,D,0,1.2916231155395508,DE
In welchem Jahr fand das Ereignis 'Aufstand gegen die Papiersteuer' statt?,"{'A': 1943.0, 'B': 1352.0, 'C': 1675.0, 'D': 942.0}","Answer: C. The ""Paper Money Rebellion"" or ""Paper Money Riot"" occurred",C,1,1.4014980792999268,DE
In welchem Jahr fand das Ereignis 'Battle of St. James' statt?,"{'A': 1413.0, 'B': 1795.0, 'C': -101.0, 'D': 1591.0}","Answer: A. The Battle of St. James, also known as the Battle of Agincourt, took",B,0,1.3943755626678467,DE
In welchem Jahr fand das Ereignis 'Battle of Pont Saint-Louis' statt?,"{'A': 1278.0, 'B': 1940.0, 'C': 1042.0, 'D': 1953.0}",Answer: A. The Battle of Pont Saint-Louis occurred in 1278.,B,0,1.3456344604492188,DE
In welchem Jahr fand das Ereignis 'Battle of Sainte-Anne-d'Auray' statt?,"{'A': 458.0, 'B': 1903.0, 'C': 1540.0, 'D': 1815.0}",Answer: C. The Battle of Sainte-Anne-d'Auray took place in,D,0,1.3937525749206543,DE
In welchem Jahr fand das Ereignis 'Centralia-Massaker' statt?,"{'A': 1542.0, 'B': 1864.0, 'C': 1814.0, 'D': 1625.0}",Answer: B. The Centralia Massacre occurred in 1864.,B,1,1.1938080787658691,DE
In welchem Jahr fand das Ereignis 'Battle of Kawajiri' statt?,"{'A': 732.0, 'B': 383.0, 'C': 1185.0, 'D': -52.0}",Answer: C. The Battle of Kawajiri took place in 1185.,C,1,1.3231840133666992,DE
In welchem Jahr fand das Ereignis 'Battle of Achnashellach' statt?,"{'A': 1882.0, 'B': 1732.0, 'C': 1430.0, 'D': 1505.0}",Answer: B. The Battle of Achnashellach took place in 1732.0,D,0,1.3949692249298096,DE
In welchem Jahr fand das Ereignis 'Battle of Castelnaudary' statt?,"{'A': 1210.0, 'B': 1878.0, 'C': 1632.0, 'D': 1057.0}",Answer: C. The Battle of Castelnaudary took place in 1632.,C,1,1.393247365951538,DE
In welchem Jahr fand das Ereignis 'Schlacht von Camden' statt?,"{'A': 923.0, 'B': 1364.0, 'C': 1780.0, 'D': 1571.0}",Answer: C. The Battle of Camden took place in the year 1780.,C,1,1.3449347019195557,DE
In welchem Jahr fand das Ereignis 'First Battle of Artois' statt?,"{'A': 800.0, 'B': 1586.0, 'C': 1744.0, 'D': 1914.0}",Answer: D. The First Battle of Artois took place in 1914.,D,1,1.34364652633667,DE
In welchem Jahr fand das Ereignis 'Battle of Uji' statt?,"{'A': 1184.0, 'B': 946.0, 'C': 1692.0, 'D': 1534.0}",Answer: A. The Battle of Uji took place in the year 1184.,A,1,1.3447401523590088,DE
In welchem Jahr fand das Ereignis 'Schlacht von Chattanooga' statt?,"{'A': 1863.0, 'B': 1872.0, 'C': 2015.0, 'D': 1673.0}","A: 1863.0

Ich bin froh, dass Sie die Frage be",A,1,1.3939332962036133,DE
In welchem Jahr fand das Ereignis 'Battle of the Combahee River' statt?,"{'A': 1782.0, 'B': 1421.0, 'C': 1537.0, 'D': 1593.0}","Answer: A: 1782.

The Battle of the Combahee River was",A,1,1.3939082622528076,DE
In welchem Jahr fand das Ereignis 'Schlacht am Honey Hill' statt?,"{'A': 1364.0, 'B': 1864.0, 'C': 1577.0, 'D': -62.0}",Answer: B. The Battle of Honey Hill took place in 1864.,B,1,1.292884111404419,DE
In welchem Jahr fand das Ereignis 'Battle of Forum Julii' statt?,"{'A': 69.0, 'B': 1897.0, 'C': 737.0, 'D': 1441.0}","Answer: A: 42 C.E. (69.0)

Explanation",A,1,1.3738503456115723,DE
In welchem Jahr fand das Ereignis 'Battle of Monterey' statt?,"{'A': 889.0, 'B': 1846.0, 'C': 1837.0, 'D': 1841.0}",Answer: B. The Battle of Monterey took place in 1846.,B,1,1.2914206981658936,DE
In welchem Jahr fand das Ereignis 'Schlacht an der Hase' statt?,"{'A': 1536.0, 'B': 1274.0, 'C': 783.0, 'D': 1373.0}","Answer: B. The Battle on the Hase took place in 1274.

---",C,0,1.3935441970825195,DE
In welchem Jahr fand das Ereignis 'Schlacht von Guilford Court House' statt?,"{'A': 1781.0, 'B': 1240.0, 'C': 1626.0, 'D': 1211.0}","Answer: A: 1781.0

Explanation: The Battle of Guil",A,1,1.3964579105377197,DE
In welchem Jahr fand das Ereignis 'Battle of Zenmyōtsutsumi' statt?,"{'A': 1511.0, 'B': 1561.0, 'C': 1942.0, 'D': 1656.0}","Answer: A: 1511.0

Explanation: The Battle of Zenmy",B,0,1.3945033550262451,DE
In welchem Jahr fand das Ereignis 'Battle of Rio Grande City' statt?,"{'A': 1840.0, 'B': 1859.0, 'C': 2021.0, 'D': 970.0}",Answer: B. The Battle of Rio Grande City took place in 1859.,B,1,1.291492223739624,DE
In welchem Jahr fand das Ereignis 'Battle of Pouancé' statt?,"{'A': 1557.0, 'B': 1479.0, 'C': 1623.0, 'D': 1066.0}","Answer: A: 1557.0

Explanation: The Battle of Pou",D,0,1.3897547721862793,DE
In welchem Jahr fand das Ereignis 'Second Battle of Cambrai' statt?,"{'A': 1918.0, 'B': 1487.0, 'C': 1176.0, 'D': 1907.0}",Answer: A. The Second Battle of Cambrai took place in 1918.,A,1,1.2945492267608643,DE
In welchem Jahr fand das Ereignis 'Schlacht von Orléans' statt?,"{'A': 1835.0, 'B': 1870.0, 'C': 463.0, 'D': 1914.0}","E: 1429.0

Answer: E: 1429.0",B,0,1.3974201679229736,DE
In welchem Jahr fand das Ereignis 'Battle of Lebanon' statt?,"{'A': 1863.0, 'B': 528.0, 'C': 1830.0, 'D': 946.0}","Answer: None of the above.

The Battle of Lebanon did not occur in any of the given",A,0,1.3734309673309326,DE
In welchem Jahr fand das Ereignis 'First Battle of Adobe Walls' statt?,"{'A': 2023.0, 'B': 1227.0, 'C': 1947.0, 'D': 1864.0}",Answer: D. The First Battle of Adobe Walls took place in 1864.,D,1,1.3925724029541016,DE
In welchem Jahr fand das Ereignis 'Action of 3 July 1810' statt?,"{'A': 1810.0, 'B': 1304.0, 'C': 1346.0, 'D': 1973.0}","Answer: A: 1810.0

Explanation: The 'Action of",A,1,1.3927059173583984,DE
In welchem Jahr fand das Ereignis 'Battle of Tallushatchee' statt?,"{'A': 1813.0, 'B': 1715.0, 'C': 1474.0, 'D': 2015.0}","Answer: A: 1813.0

Explanation: The Battle of Tallush",A,1,1.3911986351013184,DE
In welchem Jahr fand das Ereignis 'Battle of La Horgne' statt?,"{'A': 1877.0, 'B': 793.0, 'C': 911.0, 'D': 1940.0}","Answer: D: 1940.0

The Battle of La Horgne was a",D,1,1.388728380203247,DE
In welchem Jahr fand das Ereignis 'Battle of Elkin's Ferry' statt?,"{'A': 1545.0, 'B': 1339.0, 'C': 1864.0, 'D': 1064.0}",Answer: C. The Battle of Elkton's Ferry occurred in 1864.,C,1,1.391596794128418,DE
In welchem Jahr fand das Ereignis 'Battle of Tōdai-ji Daibutsuden' statt?,"{'A': 500.0, 'B': 1567.0, 'C': 1638.0, 'D': 687.0}",Answer: B. The Battle of Tōdai-ji Daibutsuden took place in 1,B,1,1.3926477432250977,DE
In welchem Jahr fand das Ereignis 'Battle of the Brick Church' statt?,"{'A': 1413.0, 'B': 1862.0, 'C': 1600.0, 'D': 1686.0}",Answer: B. The Battle of the Brick Church took place in 1862.,B,1,1.3408737182617188,DE
In welchem Jahr fand das Ereignis 'Battle of the Head of Passes' statt?,"{'A': 1861.0, 'B': 1686.0, 'C': 1777.0, 'D': 871.0}","Answer: A: 1861.0

Explanation: The Battle of the Head",A,1,1.394141435623169,DE
In welchem Jahr fand das Ereignis 'Siege of Verneuil' statt?,"{'A': 946.0, 'B': 1185.0, 'C': 1173.0, 'D': 687.0}",Answer: C. The Siege of Verneuil occurred in 1433. The options,C,1,1.3933436870574951,DE
In welchem Jahr fand das Ereignis 'Action of 22 January 1783' statt?,"{'A': 235.0, 'B': 1783.0, 'C': 1277.0, 'D': 1620.0}",Answer: B. The 'Action of 22 January 1783' refers to a naval,B,1,1.392615556716919,DE
