question,True/False,ActualAnswer,Language
The event 'Capture of Belle Île' took place in United States of America.,False,France,EN
The event 'Capture of Belle Île' occurred in 1839.0.,False,1761.0,EN
The event 'Hanauer Krawalle' took place in Germany.,True,Germany,EN
The event 'Hanauer Krawalle' occurred in 894.0.,False,1830.0,EN
The event 'Battle of Kinston' took place in United States of America.,True,United States of America,EN
The event 'Battle of Kinston' occurred in 1862.0.,True,1862.0,EN
The event 'Battle of Cross Keys' took place in United Kingdom.,False,United States of America,EN
The event 'Battle of Cross Keys' occurred in 1862.0.,True,1862.0,EN
The event 'Battle of Senjōsan' took place in Germany.,False,Japan,EN
The event 'Battle of Senjōsan' occurred in 1333.0.,True,1333.0,EN
The event 'Siege of Marsal' took place in Germany.,False,France,EN
The event 'Siege of Marsal' occurred in 1870.0.,True,1870.0,EN
The event 'Battle of Torgau' took place in United Kingdom.,False,Germany,EN
The event 'Battle of Torgau' occurred in 1760.0.,True,1760.0,EN
The event 'Battle of Dodendorf' took place in United States of America.,False,Germany,EN
The event 'Battle of Dodendorf' occurred in 894.0.,False,1809.0,EN
The event 'Battle of Goldsboro Bridge' took place in United States of America.,True,United States of America,EN
The event 'Battle of Goldsboro Bridge' occurred in 1862.0.,True,1862.0,EN
The event 'Battle of St. James' took place in Japan.,False,France,EN
The event 'Battle of St. James' occurred in 1800.0.,True,1800.0,EN
The event 'Battle of Thimeon' took place in France.,True,France,EN
The event 'Battle of Thimeon' occurred in 1210.0.,False,880.0,EN
The event 'Battle of Tatarahama' took place in Japan.,True,Japan,EN
The event 'Battle of Tatarahama' occurred in 1569.0.,True,1569.0,EN
The event 'Battle of Bornhöved' took place in Turkey.,False,Germany,EN
The event 'Battle of Bornhöved' occurred in 1227.0.,True,1227.0,EN
The event 'Battle of Saint Cast' took place in Japan.,False,France,EN
The event 'Battle of Saint Cast' occurred in 1758.0.,True,1758.0,EN
The event 'Battle of Fougères' took place in France.,True,France,EN
The event 'Battle of Fougères' occurred in 1548.0.,False,1793.0,EN
The event 'Battle of Lübeck' took place in France.,False,Germany,EN
The event 'Battle of Lübeck' occurred in 1919.0.,False,1806.0,EN
The event 'Battle of Gravelotte' took place in France.,True,France,EN
The event 'Battle of Gravelotte' occurred in 1595.0.,False,1870.0,EN
The event 'Battle of Amberg' took place in United States of America.,False,Germany,EN
The event 'Battle of Amberg' occurred in 1119.0.,False,1796.0,EN
The event 'Battle of the Ardennes' took place in France.,True,France,EN
The event 'Battle of the Ardennes' occurred in 1914.0.,True,1914.0,EN
The event 'Battle of Upperville' took place in Turkey.,False,United States of America,EN
The event 'Battle of Upperville' occurred in 1863.0.,True,1863.0,EN
The event 'Battle of Stamford 894' took place in France.,False,United Kingdom,EN
The event 'Battle of Stamford 894' occurred in 69.0.,False,894.0,EN
The event 'First Battle of Donaldsonville' took place in United States of America.,True,United States of America,EN
The event 'First Battle of Donaldsonville' occurred in 1862.0.,True,1862.0,EN
The event 'Battle of La Marfée' took place in Germany.,False,France,EN
The event 'Battle of La Marfée' occurred in 1643.0.,False,1641.0,EN
The event 'Battle of Hamel' took place in France.,True,France,EN
The event 'Battle of Hamel' occurred in 1112.0.,False,1918.0,EN
The event 'Battle of Pocotaligo' took place in Turkey.,False,United States of America,EN
The event 'Battle of Pocotaligo' occurred in 841.0.,False,1862.0,EN
The event 'Battle of Charleston' took place in United Kingdom.,False,United States of America,EN
The event 'Battle of Charleston' occurred in 1862.0.,True,1862.0,EN
The event 'Battle of Peonnum' took place in United Kingdom.,True,United Kingdom,EN
The event 'Battle of Peonnum' occurred in 1885.0.,False,660.0,EN
The event 'Battle of Höchstädt' took place in United States of America.,False,Germany,EN
The event 'Battle of Höchstädt' occurred in 1564.0.,False,1800.0,EN
The event 'Battle of Montjuèi' took place in France.,True,France,EN
The event 'Battle of Montjuèi' occurred in 1411.0.,True,1411.0,EN
The event 'Battle of Nogimiya' took place in France.,False,Japan,EN
The event 'Battle of Nogimiya' occurred in 1262.0.,False,1183.0,EN
The event 'Battle of Saarbrücken' took place in Turkey.,False,Germany,EN
The event 'Battle of Saarbrücken' occurred in 1937.0.,False,1870.0,EN
The event 'Battle of Auberoche' took place in United States of America.,False,France,EN
The event 'Battle of Auberoche' occurred in 1345.0.,True,1345.0,EN
The event 'Battle of Osawatomie' took place in United States of America.,True,United States of America,EN
The event 'Battle of Osawatomie' occurred in 1856.0.,True,1856.0,EN
The event 'Battle of Vihiers' took place in France.,True,France,EN
The event 'Battle of Vihiers' occurred in 1793.0.,True,1793.0,EN
The event 'Battle of Wyoming' took place in United States of America.,True,United States of America,EN
The event 'Battle of Wyoming' occurred in 1160.0.,False,1778.0,EN
The event 'Battle of Bazeilles' took place in Turkey.,False,France,EN
The event 'Battle of Bazeilles' occurred in 1870.0.,True,1870.0,EN
The event 'Battle of Brémule' took place in France.,True,France,EN
The event 'Battle of Brémule' occurred in 1119.0.,True,1119.0,EN
The event 'Battle of Merville Gun Battery' took place in France.,True,France,EN
The event 'Battle of Merville Gun Battery' occurred in 1591.0.,False,1944.0,EN
The event 'Battle of Kanōguchi' took place in Turkey.,False,Japan,EN
The event 'Battle of Kanōguchi' occurred in 1870.0.,False,1544.0,EN
The event 'Second Battle of Fort Sumter' took place in Turkey.,False,United States of America,EN
The event 'Second Battle of Fort Sumter' occurred in 2018.0.,False,1863.0,EN
The event 'Battle of Doué' took place in Japan.,False,France,EN
The event 'Battle of Doué' occurred in 1793.0.,True,1793.0,EN
The event 'Battle of Le Cateau' took place in France.,True,France,EN
The event 'Battle of Le Cateau' occurred in 1914.0.,True,1914.0,EN
The event 'Battle of Beaumont' took place in France.,True,France,EN
The event 'Battle of Beaumont' occurred in 1870.0.,True,1870.0,EN
The event 'Battle of Taliwa' took place in France.,False,United States of America,EN
The event 'Battle of Taliwa' occurred in 2008.0.,False,1755.0,EN
The event 'Battle of Lützen' took place in United Kingdom.,False,Germany,EN
The event 'Battle of Lützen' occurred in 47.0.,False,1632.0,EN
The event 'Battle of Reims' took place in United States of America.,False,France,EN
The event 'Battle of Reims' occurred in 1911.0.,False,1814.0,EN
The event 'Battle of Delaware Bay' took place in United States of America.,True,United States of America,EN
The event 'Battle of Delaware Bay' occurred in 1782.0.,True,1782.0,EN
The event 'Battle of Londinium' took place in Turkey.,False,United Kingdom,EN
The event 'Battle of Londinium' occurred in 1183.0.,False,296.0,EN
The event 'Battle of Booneville' took place in United States of America.,True,United States of America,EN
The event 'Battle of Booneville' occurred in 1862.0.,True,1862.0,EN
The event 'Battle of Lens' took place in France.,True,France,EN
The event 'Battle of Lens' occurred in 1880.0.,False,1648.0,EN
The event 'Battle of Vincy' took place in France.,True,France,EN
The event 'Battle of Vincy' occurred in 1064.0.,False,717.0,EN
The event 'Battle of Kasumi' took place in Japan.,True,Japan,EN
The event 'Battle of Kasumi' occurred in 942.0.,False,1945.0,EN
The event 'Battle of Montcornet' took place in Japan.,False,France,EN
The event 'Battle of Montcornet' occurred in 1524.0.,False,1940.0,EN
The event 'Battle of Saint-Aubin-des-Ormeaux' took place in Germany.,False,France,EN
The event 'Battle of Saint-Aubin-des-Ormeaux' occurred in 2018.0.,False,1832.0,EN
The event 'Siege of Paris' took place in Germany.,False,France,EN
The event 'Siege of Paris' occurred in 1816.0.,False,1429.0,EN
The event 'Battle of Les Illes Lerins' took place in Japan.,False,France,EN
The event 'Battle of Les Illes Lerins' occurred in 1637.0.,True,1637.0,EN
The event 'Battle of Cibecue Creek' took place in Turkey.,False,United States of America,EN
The event 'Battle of Cibecue Creek' occurred in 313.0.,False,1881.0,EN
The event 'Battle of Carnifex Ferry' took place in Germany.,False,United States of America,EN
The event 'Battle of Carnifex Ferry' occurred in 1861.0.,True,1861.0,EN
The event 'Fort Driant' took place in France.,True,France,EN
The event 'Fort Driant' occurred in 1944.0.,True,1944.0,EN
The event 'Ingham incident' took place in United States of America.,True,United States of America,EN
The event 'Ingham incident' occurred in 589.0.,False,1835.0,EN
The event 'Battle of Pech-David' took place in France.,True,France,EN
The event 'Battle of Pech-David' occurred in 1862.0.,False,1799.0,EN
The event 'Battle of Oshikibata' took place in Japan.,True,Japan,EN
The event 'Battle of Oshikibata' occurred in 1420.0.,False,1554.0,EN
The event 'Battle of Pig Point' took place in Japan.,False,United States of America,EN
The event 'Battle of Pig Point' occurred in 1861.0.,True,1861.0,EN
The event 'Battle of the Loc'h Bridge' took place in United Kingdom.,False,France,EN
The event 'Battle of the Loc'h Bridge' occurred in 469.0.,False,1800.0,EN
The event 'Battle of Colson's Mill' took place in France.,False,United States of America,EN
The event 'Battle of Colson's Mill' occurred in 1780.0.,True,1780.0,EN
The event 'Battle of Beaulieu-sous-la-Roche' took place in Japan.,False,France,EN
The event 'Battle of Beaulieu-sous-la-Roche' occurred in 1642.0.,False,1793.0,EN
The event 'Battle of Wilson's Creek' took place in Germany.,False,United States of America,EN
The event 'Battle of Wilson's Creek' occurred in 1861.0.,True,1861.0,EN
The event 'Battle of Douvres Radar Station' took place in France.,True,France,EN
The event 'Battle of Douvres Radar Station' occurred in 1938.0.,False,1944.0,EN
The event 'Battle of Hakodate' took place in Japan.,True,Japan,EN
The event 'Battle of Hakodate' occurred in 1584.0.,False,1868.0,EN
The event 'Battle of Ichikawa-Funabashi' took place in Japan.,True,Japan,EN
The event 'Battle of Ichikawa-Funabashi' occurred in 1562.0.,False,1868.0,EN
The event 'Action of 6 July 1746' took place in France.,True,France,EN
The event 'Action of 6 July 1746' occurred in 1379.0.,False,1746.0,EN
The event 'Battle of Cahuenga Pass' took place in United States of America.,True,United States of America,EN
The event 'Battle of Cahuenga Pass' occurred in 1831.0.,True,1831.0,EN
The event 'Battle of Saint M'Hervé' took place in United Kingdom.,False,France,EN
The event 'Battle of Saint M'Hervé' occurred in 1796.0.,True,1796.0,EN
The event 'Second Battle of Artois' took place in France.,True,France,EN
The event 'Second Battle of Artois' occurred in 1915.0.,True,1915.0,EN
The event 'Paris Peace Conference' took place in Germany.,False,France,EN
The event 'Paris Peace Conference' occurred in 1424.0.,False,1919.0,EN
The event 'Siege of Paris' took place in France.,True,France,EN
The event 'Siege of Paris' occurred in 1801.0.,False,1420.0,EN
The event 'Battle of Bubaigawara' took place in Japan.,True,Japan,EN
The event 'Battle of Bubaigawara' occurred in 1198.0.,False,1333.0,EN
The event 'Battle of Craon' took place in United States of America.,False,France,EN
The event 'Battle of Craon' occurred in 1592.0.,True,1592.0,EN
The event 'Battle of Young's House' took place in United States of America.,True,United States of America,EN
The event 'Battle of Young's House' occurred in 1303.0.,False,1780.0,EN
The event 'Liberation of Paris' took place in Japan.,False,France,EN
The event 'Liberation of Paris' occurred in 1348.0.,False,1944.0,EN
The event 'Battle of Philippi' took place in United States of America.,True,United States of America,EN
The event 'Battle of Philippi' occurred in 271.0.,False,1861.0,EN
The event 'Daimotsu Kuzure' took place in Japan.,True,Japan,EN
The event 'Daimotsu Kuzure' occurred in 1531.0.,True,1531.0,EN
The event 'Battle of Ball's Bluff' took place in United States of America.,True,United States of America,EN
The event 'Battle of Ball's Bluff' occurred in 845.0.,False,1861.0,EN
The event 'Battle of the Semois River' took place in Germany.,False,France,EN
The event 'Battle of the Semois River' occurred in 1648.0.,False,-52.0,EN
The event 'Gabriel's Rebellion' took place in United States of America.,True,United States of America,EN
The event 'Gabriel's Rebellion' occurred in 1800.0.,True,1800.0,EN
The event 'Battle of Tertry' took place in Germany.,False,France,EN
The event 'Battle of Tertry' occurred in 1971.0.,False,687.0,EN
