language,question,correct_answer
EN,In which year was Stanisław Moniuszko monument in Katowice completed?,1959
FR,Qui est le créateur de Stanisław Moniuszko monument in Katowice?,Wincenty Chorembalski
FR,En quelle année Stanisław Moniuszko monument in Katowice a-t-il été achevé?,1959
DE,Wer ist der Schöpfer von Denkmal für Stanisław Moniuszko in Katowice?,Wincenty Chorembalski
DE,In welchem Jahr wurde Denkmal für Stanisław Moniuszko in Katowice fertiggestellt?,1959
TR,Stanisław Moniuszko monument in Katowice'in yaratıcısı kim?,Wincenty Chorembalski
TR,Stanisław Moniuszko monument in Katowice hangi yılda tamamlandı?,1959
JA,Stanisław Moniuszko monument in Katowice の創作者は誰ですか？,Wincenty Chorembalski
JA,Stanisław Moniuszko monument in Katowice は何年に完成しましたか？,1959
EN,Who is the creator of Monument to Cardinal August Hlond in Katowice?,Zbigniew Mikielewicz
EN,In which year was Monument to Cardinal August Hlond in Katowice completed?,2016
FR,Qui est le créateur de Monument to Cardinal August Hlond in Katowice?,Zbigniew Mikielewicz
FR,En quelle année Monument to Cardinal August Hlond in Katowice a-t-il été achevé?,2016
DE,Wer ist der Schöpfer von Monument to Cardinal August Hlond in Katowice?,Zbigniew Mikielewicz
DE,In welchem Jahr wurde Monument to Cardinal August Hlond in Katowice fertiggestellt?,2016
TR,Monument to Cardinal August Hlond in Katowice'in yaratıcısı kim?,Zbigniew Mikielewicz
TR,Monument to Cardinal August Hlond in Katowice hangi yılda tamamlandı?,2016
JA,Monument to Cardinal August Hlond in Katowice の創作者は誰ですか？,Zbigniew Mikielewicz
JA,Monument to Cardinal August Hlond in Katowice は何年に完成しましたか？,2016
EN,"Who is the creator of Monument to the Scouts of September, Katowice?",Zygmunt Brachmański
EN,"In which year was Monument to the Scouts of September, Katowice completed?",1983
FR,"Qui est le créateur de Monument to the Scouts of September, Katowice?",Zygmunt Brachmański
FR,"En quelle année Monument to the Scouts of September, Katowice a-t-il été achevé?",1983
DE,"Wer ist der Schöpfer von Monument to the Scouts of September, Katowice?",Zygmunt Brachmański
DE,"In welchem Jahr wurde Monument to the Scouts of September, Katowice fertiggestellt?",1983
TR,"Monument to the Scouts of September, Katowice'in yaratıcısı kim?",Zygmunt Brachmański
TR,"Monument to the Scouts of September, Katowice hangi yılda tamamlandı?",1983
JA,"Monument to the Scouts of September, Katowice の創作者は誰ですか？",Zygmunt Brachmański
JA,"Monument to the Scouts of September, Katowice は何年に完成しましたか？",1983
EN,Who is the creator of Monument to Wojciech Korfanty in Katowice?,Zygmunt Brachmański
EN,In which year was Monument to Wojciech Korfanty in Katowice completed?,1999
FR,Qui est le créateur de Monument to Wojciech Korfanty in Katowice?,Zygmunt Brachmański
FR,En quelle année Monument to Wojciech Korfanty in Katowice a-t-il été achevé?,1999
DE,Wer ist der Schöpfer von Denkmal für Wojciech Korfanty in Katowice?,Zygmunt Brachmański
DE,In welchem Jahr wurde Denkmal für Wojciech Korfanty in Katowice fertiggestellt?,1999
TR,Monument to Wojciech Korfanty in Katowice'in yaratıcısı kim?,Zygmunt Brachmański
TR,Monument to Wojciech Korfanty in Katowice hangi yılda tamamlandı?,1999
JA,Monument to Wojciech Korfanty in Katowice の創作者は誰ですか？,Zygmunt Brachmański
JA,Monument to Wojciech Korfanty in Katowice は何年に完成しましたか？,1999
EN,Who is the creator of Monument of Saint John Paul II on the Cathedral Square in Katowice?,Kazimierz Gustaw Zemła
EN,In which year was Monument of Saint John Paul II on the Cathedral Square in Katowice completed?,2006
FR,Qui est le créateur de Monument of Saint John Paul II on the Cathedral Square in Katowice?,Kazimierz Gustaw Zemła
FR,En quelle année Monument of Saint John Paul II on the Cathedral Square in Katowice a-t-il été achevé?,2006
DE,Wer ist der Schöpfer von Denkmal des heiligen Johannes Paul II. auf dem Domplatz in Katowice?,Kazimierz Gustaw Zemła
DE,In welchem Jahr wurde Denkmal des heiligen Johannes Paul II. auf dem Domplatz in Katowice fertiggestellt?,2006
TR,Monument of Saint John Paul II on the Cathedral Square in Katowice'in yaratıcısı kim?,Kazimierz Gustaw Zemła
TR,Monument of Saint John Paul II on the Cathedral Square in Katowice hangi yılda tamamlandı?,2006
JA,Monument of Saint John Paul II on the Cathedral Square in Katowice の創作者は誰ですか？,Kazimierz Gustaw Zemła
JA,Monument of Saint John Paul II on the Cathedral Square in Katowice は何年に完成しましたか？,2006
EN,Who is the creator of Monument to General Jerzy Ziętek in Katowice?,Kazimierz Gustaw Zemła
EN,In which year was Monument to General Jerzy Ziętek in Katowice completed?,2005
FR,Qui est le créateur de Monument to General Jerzy Ziętek in Katowice?,Kazimierz Gustaw Zemła
FR,En quelle année Monument to General Jerzy Ziętek in Katowice a-t-il été achevé?,2005
DE,Wer ist der Schöpfer von Denkmal für General Jerzy Ziętek in Katowice?,Kazimierz Gustaw Zemła
DE,In welchem Jahr wurde Denkmal für General Jerzy Ziętek in Katowice fertiggestellt?,2005
TR,Monument to General Jerzy Ziętek in Katowice'in yaratıcısı kim?,Kazimierz Gustaw Zemła
TR,Monument to General Jerzy Ziętek in Katowice hangi yılda tamamlandı?,2005
JA,Monument to General Jerzy Ziętek in Katowice の創作者は誰ですか？,Kazimierz Gustaw Zemła
JA,Monument to General Jerzy Ziętek in Katowice は何年に完成しましたか？,2005
EN,Who is the creator of Monument to the fallen miners of the Wujek mine?,Andrzej Grzybowski
EN,In which year was Monument to the fallen miners of the Wujek mine completed?,1991
FR,Qui est le créateur de Monument to the fallen miners of the Wujek mine?,Andrzej Grzybowski
FR,En quelle année Monument to the fallen miners of the Wujek mine a-t-il été achevé?,1991
DE,Wer ist der Schöpfer von Denkmal für die gefallenen Bergleute der Wujek-Mine?,Andrzej Grzybowski
DE,In welchem Jahr wurde Denkmal für die gefallenen Bergleute der Wujek-Mine fertiggestellt?,1991
TR,Monument to the fallen miners of the Wujek mine'in yaratıcısı kim?,Andrzej Grzybowski
TR,Monument to the fallen miners of the Wujek mine hangi yılda tamamlandı?,1991
JA,Monument to the fallen miners of the Wujek mine の創作者は誰ですか？,Andrzej Grzybowski
JA,Monument to the fallen miners of the Wujek mine は何年に完成しましたか？,1991
EN,Who is the creator of Monument to Yakov Sverdlov?,Matvey Jakovlevitsj Harlamov
EN,In which year was Monument to Yakov Sverdlov completed?,1927
FR,Qui est le créateur de Monument to Yakov Sverdlov?,Matvey Jakovlevitsj Harlamov
FR,En quelle année Monument to Yakov Sverdlov a-t-il été achevé?,1927
DE,Wer ist der Schöpfer von Monument to Yakov Sverdlov?,Matwei Jakowlewitsch Charlamow
DE,In welchem Jahr wurde Monument to Yakov Sverdlov fertiggestellt?,1927
TR,Monument to Yakov Sverdlov'in yaratıcısı kim?,Matvey Jakovlevitsj Harlamov
TR,Monument to Yakov Sverdlov hangi yılda tamamlandı?,1927
JA,Monument to Yakov Sverdlov の創作者は誰ですか？,Matvey Jakovlevitsj Harlamov
JA,Monument to Yakov Sverdlov は何年に完成しましたか？,1927
EN,Who is the creator of Monument to the Alpinists?,Bogumił Burzyński
EN,In which year was Monument to the Alpinists completed?,2015
FR,Qui est le créateur de Monument to the Alpinists?,Bogumił Burzyński
FR,En quelle année Monument to the Alpinists a-t-il été achevé?,2015
DE,Wer ist der Schöpfer von Denkmal für die Alpinisten?,Bogumił Burzyński
DE,In welchem Jahr wurde Denkmal für die Alpinisten fertiggestellt?,2015
TR,Monument to the Alpinists'in yaratıcısı kim?,Bogumił Burzyński
TR,Monument to the Alpinists hangi yılda tamamlandı?,2015
JA,Monument to the Alpinists の創作者は誰ですか？,Bogumił Burzyński
JA,Monument to the Alpinists は何年に完成しましたか？,2015
EN,Who is the creator of Hadrian's Wall?,Hadrian
EN,In which year was Hadrian's Wall completed?,0122
FR,Qui est le créateur de mur d'Hadrien?,Hadrien
FR,En quelle année mur d'Hadrien a-t-il été achevé?,0122
DE,Wer ist der Schöpfer von Hadrianswall?,Hadrian
DE,In welchem Jahr wurde Hadrianswall fertiggestellt?,0122
TR,Hadrian Duvarı'in yaratıcısı kim?,Hadrianus
TR,Hadrian Duvarı hangi yılda tamamlandı?,0122
JA,ハドリアヌスの長城 の創作者は誰ですか？,ハドリアヌス
JA,ハドリアヌスの長城 は何年に完成しましたか？,0122
EN,Who is the creator of Great Wall of China?,Qin Shi Huangdi
EN,In which year was Great Wall of China completed?,-070
FR,Qui est le créateur de Grande Muraille?,Qin Shi Huang
FR,En quelle année Grande Muraille a-t-il été achevé?,-070
DE,Wer ist der Schöpfer von Chinesische Mauer?,Qin Shihuangdi
DE,In welchem Jahr wurde Chinesische Mauer fertiggestellt?,-070
TR,Çin Seddi'in yaratıcısı kim?,Çin Şi Huang
TR,Çin Seddi hangi yılda tamamlandı?,-070
JA,万里の長城 の創作者は誰ですか？,始皇帝
JA,万里の長城 は何年に完成しましたか？,-070
EN,Who is the creator of Ten Views of the Atomic Bombing?,Hiroshima
EN,In which year was Ten Views of the Atomic Bombing completed?,1947
FR,Qui est le créateur de Ten Views of the Atomic Bombing?,Hiroshima
FR,En quelle année Ten Views of the Atomic Bombing a-t-il été achevé?,1947
DE,Wer ist der Schöpfer von Ten Views of the Atomic Bombing?,Hiroshima
DE,In welchem Jahr wurde Ten Views of the Atomic Bombing fertiggestellt?,1947
TR,Ten Views of the Atomic Bombing'in yaratıcısı kim?,Hiroşima
TR,Ten Views of the Atomic Bombing hangi yılda tamamlandı?,1947
JA,原爆十景 の創作者は誰ですか？,広島市
JA,原爆十景 は何年に完成しましたか？,1947
EN,Who is the creator of Strassburger Monument?,Frédéric Auguste Bartholdi
EN,In which year was Strassburger Monument completed?,1895
FR,Qui est le créateur de Strassburger Monument?,Auguste Bartholdi
FR,En quelle année Strassburger Monument a-t-il été achevé?,1895
DE,Wer ist der Schöpfer von Strassburger Denkmal?,Frédéric-Auguste Bartholdi
DE,In welchem Jahr wurde Strassburger Denkmal fertiggestellt?,1895
TR,Strassburger Monument'in yaratıcısı kim?,Frédéric Auguste Bartholdi
TR,Strassburger Monument hangi yılda tamamlandı?,1895
JA,Strassburger Monument の創作者は誰ですか？,フレデリク・バルトルディ
JA,Strassburger Monument は何年に完成しましたか？,1895
EN,Who is the creator of Stamford Cone?,Brian Clarke
EN,In which year was Stamford Cone completed?,1999
FR,Qui est le créateur de Stamford Cone?,Brian Clarke
FR,En quelle année Stamford Cone a-t-il été achevé?,1999
DE,Wer ist der Schöpfer von Stamford Cone?,Brian Clarke
DE,In welchem Jahr wurde Stamford Cone fertiggestellt?,1999
TR,Stamford Cone'in yaratıcısı kim?,Brian Clarke
TR,Stamford Cone hangi yılda tamamlandı?,1999
JA,Stamford Cone の創作者は誰ですか？,ブライアン・クラーク
JA,Stamford Cone は何年に完成しましたか？,1999
EN,"Who is the creator of Stained glass canopy of the Victoria Quarter, Leeds?",Brian Clarke
EN,"In which year was Stained glass canopy of the Victoria Quarter, Leeds completed?",1989
FR,"Qui est le créateur de Stained glass canopy of the Victoria Quarter, Leeds?",Brian Clarke
FR,"En quelle année Stained glass canopy of the Victoria Quarter, Leeds a-t-il été achevé?",1989
DE,"Wer ist der Schöpfer von Buntglasdach, Victoria Quarter?",Brian Clarke
DE,"In welchem Jahr wurde Buntglasdach, Victoria Quarter fertiggestellt?",1989
TR,"Stained glass canopy of the Victoria Quarter, Leeds'in yaratıcısı kim?",Brian Clarke
TR,"Stained glass canopy of the Victoria Quarter, Leeds hangi yılda tamamlandı?",1989
JA,"Stained glass canopy of the Victoria Quarter, Leeds の創作者は誰ですか？",ブライアン・クラーク
JA,"Stained glass canopy of the Victoria Quarter, Leeds は何年に完成しましたか？",1989
EN,Who is the creator of Monument to Zbigniew Cybulski?,Bogumił Burzyński
EN,In which year was Monument to Zbigniew Cybulski completed?,2004
FR,Qui est le créateur de Monument to Zbigniew Cybulski?,Bogumił Burzyński
FR,En quelle année Monument to Zbigniew Cybulski a-t-il été achevé?,2004
DE,Wer ist der Schöpfer von Denkmal für Zbigniew Cybulski?,Bogumił Burzyński
DE,In welchem Jahr wurde Denkmal für Zbigniew Cybulski fertiggestellt?,2004
TR,Monument to Zbigniew Cybulski'in yaratıcısı kim?,Bogumił Burzyński
TR,Monument to Zbigniew Cybulski hangi yılda tamamlandı?,2004
JA,Monument to Zbigniew Cybulski の創作者は誰ですか？,Bogumił Burzyński
JA,Monument to Zbigniew Cybulski は何年に完成しましたか？,2004
EN,Who is the creator of Monument to Jerzy Kukuczka in Katowice?,Bogumił Burzyński
EN,In which year was Monument to Jerzy Kukuczka in Katowice completed?,2015
FR,Qui est le créateur de Monument to Jerzy Kukuczka in Katowice?,Bogumił Burzyński
FR,En quelle année Monument to Jerzy Kukuczka in Katowice a-t-il été achevé?,2015
DE,Wer ist der Schöpfer von Monument to Jerzy Kukuczka in Katowice?,Bogumił Burzyński
DE,In welchem Jahr wurde Monument to Jerzy Kukuczka in Katowice fertiggestellt?,2015
TR,Monument to Jerzy Kukuczka in Katowice'in yaratıcısı kim?,Bogumił Burzyński
TR,Monument to Jerzy Kukuczka in Katowice hangi yılda tamamlandı?,2015
JA,Monument to Jerzy Kukuczka in Katowice の創作者は誰ですか？,Bogumił Burzyński
JA,Monument to Jerzy Kukuczka in Katowice は何年に完成しましたか？,2015
EN,Who is the creator of Bolesław Szabelski's bench?,Bogumił Burzyński
EN,In which year was Bolesław Szabelski's bench completed?,2019
FR,Qui est le créateur de Bolesław Szabelski's bench?,Bogumił Burzyński
FR,En quelle année Bolesław Szabelski's bench a-t-il été achevé?,2019
DE,Wer ist der Schöpfer von Bolesław Szabelski's bench?,Bogumił Burzyński
DE,In welchem Jahr wurde Bolesław Szabelski's bench fertiggestellt?,2019
TR,Bolesław Szabelski's bench'in yaratıcısı kim?,Bogumił Burzyński
TR,Bolesław Szabelski's bench hangi yılda tamamlandı?,2019
JA,Bolesław Szabelski's bench の創作者は誰ですか？,Bogumił Burzyński
JA,Bolesław Szabelski's bench は何年に完成しましたか？,2019
EN,Who is the creator of Atlas?,Lee Lawrie
EN,In which year was Atlas completed?,1937
FR,Qui est le créateur de Atlas?,Lee Lawrie
FR,En quelle année Atlas a-t-il été achevé?,1937
DE,Wer ist der Schöpfer von Atlas?,Lee Lawrie
DE,In welchem Jahr wurde Atlas fertiggestellt?,1937
TR,Atlas'in yaratıcısı kim?,Lee Lawrie
TR,Atlas hangi yılda tamamlandı?,1937
JA,アトラス像 の創作者は誰ですか？,リー・ロウリー
JA,アトラス像 は何年に完成しましたか？,1937
EN,Who is the creator of Käthe Kollwitz?,Gustav Seitz
EN,In which year was Käthe Kollwitz completed?,1958
FR,Qui est le créateur de Käthe Kollwitz?,Gustav Seitz
FR,En quelle année Käthe Kollwitz a-t-il été achevé?,1958
DE,Wer ist der Schöpfer von Käthe Kollwitz?,Gustav Seitz
DE,In welchem Jahr wurde Käthe Kollwitz fertiggestellt?,1958
TR,Käthe Kollwitz'in yaratıcısı kim?,Gustav Seitz
TR,Käthe Kollwitz hangi yılda tamamlandı?,1958
JA,Käthe Kollwitz の創作者は誰ですか？,Gustav Seitz
JA,Käthe Kollwitz は何年に完成しましたか？,1958
EN,Who is the creator of Bildsäulen-Dreiergruppe?,Max Bill
EN,In which year was Bildsäulen-Dreiergruppe completed?,1989
FR,Qui est le créateur de Bildsäulen-Dreiergruppe?,Max Bill
FR,En quelle année Bildsäulen-Dreiergruppe a-t-il été achevé?,1989
DE,Wer ist der Schöpfer von Bildsäulen-Dreiergruppe?,Max Bill
DE,In welchem Jahr wurde Bildsäulen-Dreiergruppe fertiggestellt?,1989
TR,Bildsäulen-Dreiergruppe'in yaratıcısı kim?,Max Bill
TR,Bildsäulen-Dreiergruppe hangi yılda tamamlandı?,1989
JA,Bildsäulen-Dreiergruppe の創作者は誰ですか？,マックス・ビル
