question,options,correct_letter,language
Who is the creator of Restare?,"{'A': '清原雪信', 'B': 'Caspar Buberl', 'C': '望月玉蟾', 'D': 'Monika Larsen Dennis'}",D,EN
Who is the creator of Royal Palace and the provincial treasury building?,"{'A': 'Arnold Scheffer', 'B': 'Vasilie Mirzoyan', 'C': 'Alexandre Falguière', 'D': 'Louis-Émile Décorchemont'}",B,EN
Who is the creator of flora fountain?,"{'A': 'Juan López López', 'B': 'Jakob August Heer', 'C': 'Vassyl Borodaï', 'D': 'Marie-Gabrielle Capet'}",B,EN
Who is the creator of De Lichtenberg?,"{'A': 'Maurice Estève', 'B': 'Kanō Kōi', 'C': 'Harro Magnussen', 'D': 'Harrie Martens'}",D,EN
Who is the creator of Pasquart church (Biel/Bienne)?,"{'A': 'Karl Joseph Leuch', 'B': 'Luigi Magi', 'C': '俵屋宗達', 'D': 'Jean-Baptiste Regnault'}",A,EN
Who is the creator of Christ the King?,"{'A': 'Alfred Huber', 'B': 'レオ・フリードランダー', 'C': 'Hashimoto Gahō', 'D': 'Fujiwara Nobuzane'}",A,EN
Who is the creator of Bos primigenius?,"{'A': 'クロード・ロラン', 'B': 'Julio González Pola', 'C': 'Heinrich Krippel', 'D': 'Paul Mersmann der Ältere'}",D,EN
Who is the creator of Sant'Antonio Abate Parish Church?,"{'A': 'ラファエル・コラン', 'B': '中島来章', 'C': 'アルベルト・ジャコメッティ', 'D': 'Selim Abdullah'}",D,EN
Who is the creator of Parnitha Sanatorium?,"{'A': 'Paul Chabas', 'B': 'Greek state', 'C': 'ジュゼッペ・グランディ', 'D': 'ジュリー・ユーゴー'}",B,EN
Who is the creator of war memorial of Arcidosso?,"{'A': 'Sōkan', 'B': 'Eugénie Delaporte-Persuis', 'C': 'Boris Vasilevitsj Edoenov', 'D': 'Renato Della Rocca'}",D,EN
Who is the creator of War memorial Alt-Schmöckwitz?,"{'A': 'Georg Rudolf Hengstenberg', 'B': 'Joseph Parrocel', 'C': 'Gottlieb Elster', 'D': 'Jacek Krenz'}",A,EN
Who is the creator of Schmuckbogen Borsigdamm?,"{'A': 'Gerhard Schultze-Seehof', 'B': 'Mihran Hakobjan', 'C': '藤田嗣治', 'D': 'ピエール＝アンリ・ド・ヴァランシエンヌ'}",A,EN
Who is the creator of Yekatit 12 monument?,"{'A': 'Josep Busquets i Òdena', 'B': 'ルイーズ＝アデオネ・ドローリン', 'C': 'Antun Augustinčić', 'D': 'ポール・ドラローシュ'}",C,EN
Who is the creator of Railway monument?,"{'A': 'Miguel Noreña', 'B': 'クラーク・ミルズ', 'C': 'オスマン・ハムディ・ベイ', 'D': 'Christian Daniel Rauch'}",D,EN
Who is the creator of Kapp-Putsch memorial at Friedhof Berlin-Adlershof?,"{'A': 'Erich Fritz Reuter', 'B': 'Hans Kies', 'C': 'Le Corbusier', 'D': 'Jan und Joël Martel'}",B,EN
Who is the creator of Albrecht von Graefe Memorial?,"{'A': 'Edgar Degas', 'B': 'Rudolf Siemering', 'C': 'アンヌ・ヴァライエ＝コステル', 'D': '釧雲泉'}",B,EN
Who is the creator of Saha Chat monument?,"{'A': 'Mitsuhiro Karasumaru', 'B': 'Narisara Nuwattiwong', 'C': '山東京伝', 'D': 'セルゲイ・メルクーロフ'}",B,EN
Who is the creator of Monument to Nicholas Brenzoni?,"{'A': 'Mikhail Mikeshin', 'B': 'Pisanello', 'C': '狩野宗秀', 'D': 'Vilhelm Dahlerup'}",B,EN
Who is the creator of Richard Wagner Monument?,"{'A': 'Gustav Eberlein', 'B': 'Augusto Rivalta', 'C': 'Ōtagaki Rengetsu', 'D': 'Bernhard Heiliger'}",A,EN
Who is the creator of Ernst Rietschel-Denkmal?,"{'A': 'Johannes Schilling', 'B': 'Jean Baptiste Joseph De Bay père', 'C': 'シャルル・メニエ', 'D': 'Maurice de Vlaminck'}",A,EN
Who is the creator of Philippeion?,"{'A': 'II. Suryavarman', 'B': 'Leochares', 'C': 'Edward Hodges Baily', 'D': 'Ivan Meštrović'}",B,EN
Who is the creator of Mur pour la Paix?,"{'A': 'Jean-Michel Wilmotte', 'B': 'Armand Etienne Bracony', 'C': 'Marie-Pauline Laurent', 'D': 'Victor M. Cott'}",A,EN
Who is the creator of Spiegelmonument?,"{'A': 'Aleksandr Vasilevitsj Vasjakin', 'B': 'Jan Wolkers', 'C': 'Hanabusa Itchō', 'D': 'Genki'}",B,EN
Who is the creator of Vercingétorix?,"{'A': '四代目歌川豊国', 'B': 'Aimé Millet', 'C': '周文矩', 'D': 'アンリエット・ロリミエ'}",B,EN
Who is the creator of Bronze statues of the generals of the Seven Years' War?,"{'A': 'Monika Larsen Dennis', 'B': 'フランソワ・ブーシェ', 'C': 'August Kiss', 'D': 'Vasily Z. Boroday'}",C,EN
Who is the creator of Sibelius Monument?,"{'A': 'メリー＝ジョゼフ・ブロンデル', 'B': 'Frederick Brook Hitch', 'C': 'Gaietà Buïgas', 'D': 'Eila Hiltunen'}",D,EN
Who is the creator of equestrian statue of Joan of Arc?,"{'A': 'Tsukioka Yoshitoshi', 'B': 'Emmanuel Frémiet', 'C': 'リュイス・ドメネク・イ・ムンタネー', 'D': 'Veniamin Jakovlevitsj Bogoljubov'}",B,EN
Who is the creator of Monument to the Weaver?,"{'A': 'ジャン・デュビュッフェ', 'B': 'Giulio Monteverde', 'C': 'Ukita Ikkei', 'D': 'Muntaz Dhrami'}",B,EN
Who is the creator of Two lion groups?,"{'A': 'Karl Weißbach', 'B': 'Yokoyama Seiki', 'C': 'Richard Oliver Gross', 'D': 'Reinhold Begas'}",D,EN
Who is the creator of Flensburg Lion?,"{'A': 'Édouard Lormier', 'B': 'レオナルド・ビストルフィ', 'C': 'Edmée Brucy', 'D': 'Herman Wilhelm Bissen'}",D,EN
Who is the creator of Monument to the Warrior of Legnano?,"{'A': 'リオネル・ロワイヤル', 'B': 'Enrico Butti', 'C': 'Marie Pauline Laurent', 'D': 'Raphaël Collin'}",B,EN
Who is the creator of Monument to the Independence of Brazil?,"{'A': 'Manfredo Manfredi', 'B': 'Antonio Pisanello', 'C': 'Gyokusho Kawabata', 'D': 'Ikeda Mitsumasa'}",A,EN
Who is the creator of Mother with child?,"{'A': 'Edmund Gomansky', 'B': 'ジャック＝ルイ・ダヴィッド', 'C': 'Keibun', 'D': 'Ferdinando Quaglia'}",A,EN
Who is the creator of MQ Libelle?,"{'A': 'Brigitte Kowanz', 'B': 'Jules Lefebvre', 'C': 'Antoinette Béfort', 'D': 'カーリス・ザール'}",A,EN
Who is the creator of Monument to Alessandro Manzoni?,"{'A': 'Francesco Barzaghi', 'B': 'ジョセフ・エドガー・ベーム', 'C': 'Ambrose Macdonald Poynter', 'D': 'Eugène Battaille'}",A,EN
Who is the creator of Statue of St. Wenceslaus?,"{'A': 'Francesco Barzaghi', 'B': 'カール・フォン・ハゼナウアー', 'C': 'Josef Václav Myslbek', 'D': 'Louis Rochet'}",C,EN
Who is the creator of Prinz Albrecht von Preußen Memorial?,"{'A': 'シャルル・デジョルジュ', 'B': 'Max Papart', 'C': 'Conrad Freyberg', 'D': 'August Kiss'}",C,EN
Who is the creator of monument to Victor Emmanuel II?,"{'A': 'Jacobus Oud', 'B': 'Victorio Macho', 'C': 'Ercole Rosa', 'D': 'Shōkei Kenkō'}",C,EN
Who is the creator of Steam engine house?,"{'A': 'Mochizuki Gyokusen', 'B': 'Jean-François Millet', 'C': 'Moritz Wilhelm Gottgetreu', 'D': 'Louis Tuaillon'}",C,EN
Who is the creator of Monument of the Four Moors?,"{'A': 'Pietro Tacca', 'B': 'Marie-Denise Villers', 'C': '鈴木其一', 'D': 'Kawahara Keiga'}",A,EN
Who is the creator of Röntgendenkmal?,"{'A': 'Amandus Adamson', 'B': 'Erich Fritz Reuter', 'C': 'Mikuláš of Kadaň', 'D': 'アンヌ・ヴァライエ＝コステル'}",B,EN
"Who is the creator of Monument to Catherine II of Russia, Saint Petersburg?","{'A': 'Mikhail Mikeshin', 'B': 'アルベルト・ジャコメッティ', 'C': 'Genki', 'D': 'François Antoine Léon Fleury'}",A,EN
Who is the creator of International Telecommunication Union Monument?,"{'A': '狩野探幽', 'B': 'Giuseppe Romagnoli', 'C': '雪舟', 'D': 'Giuseppe Grandi'}",B,EN
Who is the creator of Sverd i fjell?,"{'A': 'Stanisław Kazimierz Ostrowski', 'B': 'Fritz Røed', 'C': '長谷川等伯', 'D': 'Konoe Nobutada'}",B,EN
Who is the creator of Monument to the Bandeiras?,"{'A': 'Victor Brecheret', 'B': 'Carl Ferdinand Hartzer', 'C': '宮川一笑', 'D': 'Ricardo Gianetti'}",A,EN
Who is the creator of La Sasson?,"{'A': 'Alexandre Falguière', 'B': 'Pere Falqués', 'C': 'Sengai', 'D': 'Mychajlo Lyssenko'}",A,EN
Who is the creator of Grondwetbank?,"{'A': 'ピエール・オーギュスト・コット', 'B': 'Aslan Mkhitaryan', 'C': 'Pi de Bruijn', 'D': 'Hiroshima'}",C,EN
Who is the creator of Statue de Masséna?,"{'A': 'Albert-Ernest Carrier-Belleuse', 'B': '狩野秀頼', 'C': 'Charles Textor', 'D': 'Dušan Samo Jurkovič'}",A,EN
Who is the creator of Monument to Giuseppe Garibaldi?,"{'A': 'Arnoldo Zocchi', 'B': 'ベルンハルト・ルジンブール', 'C': 'ジローラモ・ジェンガ', 'D': 'Albert-Ernest Carrier-Belleuse'}",A,EN
Who is the creator of Bevrijdingsmonument Winsum?,"{'A': '雲谷等的', 'B': '亀田鵬斎', 'C': 'Wladimir de Vries', 'D': '安藤重兵衛'}",C,EN
Who is the creator of Verzetsmonument (Wildervank)?,"{'A': 'マルセル・デュシャン', 'B': 'Wladimir de Vries', 'C': 'Aiseki', 'D': 'Honami Kōetsu'}",B,EN
Who is the creator of Schillerdenkmal?,"{'A': 'Alexandre Descatoire', 'B': 'Wilhelm Engelhard', 'C': 'Paul Sérusier', 'D': 'Nikita Sandzhiyev'}",B,EN
Who is the creator of Horse Rider Memorial?,"{'A': 'Karlen Nurijanyan', 'B': '愛石', 'C': 'Haritsu Ogawa', 'D': 'Willibald Fritsch'}",D,EN
Who is the creator of Fournier Museum of Playing Cards?,"{'A': 'Ievgueni Voutchetitch', 'B': 'Craig Dykers', 'C': 'Roger de Villiers', 'D': 'Álava Foral Council'}",D,EN
Who is the creator of National Slavery Memorial?,"{'A': 'Toriyama Sekien', 'B': 'Erwin de Vries', 'C': 'Karel Pokorný', 'D': 'ウィリアム・オルペン'}",B,EN
Who is the creator of Monument to the Marchand Expedition?,"{'A': 'Jean G. Villin', 'B': 'Johann Gottfried Schadow', 'C': 'Noémie Guillaume-Bocquet', 'D': 'Roger-Henri Expert'}",D,EN
Who is the creator of Ladislao di Durazzo's tomb?,"{'A': 'Andrea Guardi', 'B': 'Glenna Goodacre', 'C': 'Francis Picabia', 'D': '周文'}",A,EN
Who is the creator of Monument of Manzoni?,"{'A': 'Auguste Bartholdi', 'B': 'Oleg Konstantinovitch Komov', 'C': 'Francesco Confalonieri', 'D': 'Mitsuhiro Karasumaru'}",C,EN
Who is the creator of Obelisk of São Paulo?,"{'A': 'Jerzy Kwiatkowski', 'B': 'Galileo Emendabili', 'C': 'ジャン＝レオン・ジェローム', 'D': 'Endonezya Hava Kuvvetleri'}",B,EN
Who is the creator of Monumento ai caduti del VIII Agosto 1848?,"{'A': 'Dominique Pierre', 'B': 'Josef Max', 'C': 'Louis-Philippe Hébert', 'D': 'Pasquale Rizzoli'}",D,EN
Who is the creator of Monument to the Italian Resistance?,"{'A': 'Chōbunsai Eishi', 'B': 'Marino Mazzacurati', 'C': '浦上玉堂', 'D': 'Wera Ignatjewna Muchina'}",B,EN
Who is the creator of Emma Monument?,"{'A': 'Andreas Schlüter', 'B': 'Henk Etienne', 'C': 'Furuyama Moroshige', 'D': 'Dawid Rubenowitsch Begalow'}",B,EN
Who is the creator of Monument to the Conquerors of Space?,"{'A': 'Andrej Petrovič Fajdyš-Krandijevský', 'B': 'Yuri Minasyan', 'C': 'Ando Jubei', 'D': 'Hubert Robert'}",A,EN
Who is the creator of Titanic Engineers' Memorial?,"{'A': 'Jan Kucz', 'B': 'Ferdinand Victor Blundstone', 'C': 'Ercole Rosa', 'D': 'Marian Molenda'}",B,EN
Who is the creator of Vietnam Women's Memorial?,"{'A': 'Claude-Jean Besselièvre', 'B': 'Glenna Goodacre', 'C': 'Jaroslav Kovář mladší', 'D': 'Fritz Cremer'}",B,EN
Who is the creator of Columbus Monument?,"{'A': 'Levon Tokmajian', 'B': 'Hōen', 'C': '大田南畝', 'D': 'Gaietà Buïgas i Monravà'}",D,EN
Who is the creator of Cruz Caída?,"{'A': 'Mário Cravo', 'B': 'Andrzej Grzybowski', 'C': 'Leo Steck', 'D': '牧谿'}",A,EN
Who is the creator of Monument of Liberty?,"{'A': 'Arto Tschakmaktschjan', 'B': 'Georgi Kiselinchev', 'C': 'Gerardo Porto', 'D': 'Christa Baumgärtel'}",B,EN
Who is the creator of Selamat Datang Monument?,"{'A': 'Walter Howard', 'B': 'Edhi Sunarso', 'C': 'studio MOTO architects', 'D': 'Jules Déchin'}",B,EN
Who is the creator of Victory Monument in Netanya?,"{'A': 'Salavat Chtcherbakov', 'B': 'Jean et Joël Martel', 'C': 'Louis-Michel van Loo', 'D': 'Vasilie Mirzoyan'}",A,EN
Who is the creator of Aquaduct?,"{'A': 'Christian Daniel Rauch', 'B': '上村松園', 'C': 'Albert Wolff', 'D': 'Susanna Heron'}",D,EN
Who is the creator of monument to Komitas?,"{'A': 'Shōkadō Shōjō', 'B': 'Ary Scheffer', 'C': 'David Erevantzi', 'D': 'Kaihō Yūsetsu'}",C,EN
Who is the creator of Netherlands Carillon?,"{'A': 'Walter Seymour Allward', 'B': 'Joost Boks', 'C': 'Jean-Auguste-Dominique Ingres', 'D': 'Joseph-Marie Vien'}",B,EN
Who is the creator of Canapone monument?,"{'A': 'José Fontseré Mestre', 'B': 'Indochine française', 'C': 'Luigi Magi', 'D': 'Hyakusen'}",C,EN
Who is the creator of Soldiers' and Sailors' Monument?,"{'A': 'Carl Ferdinand Hartzer', 'B': 'Andrei Petrowitsch Faidysch-Krandijewski', 'C': 'Paul E. M. DuBoy', 'D': 'John Gutzon de la Mothe Borglum'}",C,EN
Who is the creator of Millennium?,"{'A': 'Gerardo Porto', 'B': 'Josef Vajce', 'C': 'Sergei Michailowitsch Wakar', 'D': 'ゴットフリート・シャードウ'}",A,EN
Who is the creator of Jewish monument?,"{'A': 'Dirk Hakze', 'B': 'Ikeda Mitsumasa', 'C': 'エドワード・ホッジス・ベイリー', 'D': 'Choe Chiwon'}",A,EN
Who is the creator of Terp of Leidschenveen?,"{'A': 'Minagawa Kien', 'B': 'Anton Dominik Fernkorn', 'C': 'Laurens Kolks', 'D': 'Kichizan Minchō'}",C,EN
Who is the creator of Tabernáculo del Hospital Tavera (El Greco)?,"{'A': 'El Greco', 'B': 'Kantei', 'C': 'Victorio Macho', 'D': 'Krystyna Fałdyga-Solska'}",A,EN
Who is the creator of Nicolaus Copernicus Monument in Warsaw?,"{'A': 'Andrey Korobtsov', 'B': '奥村政信', 'C': 'Bertel Thorvaldsen', 'D': 'Hiroshige'}",C,EN
Who is the creator of Frederick the Great Memorial?,"{'A': 'Jan Wysocki', 'B': 'Claude-Jean Besselièvre', 'C': 'Johann Gottfried Schadow', 'D': 'Richard Kissling'}",C,EN
Who is the creator of Monument to Johann Strauss II?,"{'A': 'Lionel Royer', 'B': 'Louis Amateis', 'C': 'Edmund von Hellmer', 'D': 'Eiraku Hozen'}",C,EN
Who is the creator of Ernst-August-Denkmal?,"{'A': 'Iwan Lasarow', 'B': 'Pauline Auzou', 'C': 'Vladimir Druzin', 'D': 'Albert Wolff'}",D,EN
Who is the creator of Pobednik?,"{'A': 'Wladimir de Vries', 'B': 'Ivan Meštrović', 'C': 'Jean François Bosio', 'D': 'Rafael Israelyan'}",B,EN
Who is the creator of Niederwalddenkmal?,"{'A': 'Agapit Vallmitjana i Barbany', 'B': 'Johannes Schilling', 'C': 'Kanō Sanraku', 'D': 'Mieczysław Welter'}",B,EN
Who is the creator of Schiller Monument (Berlin)?,"{'A': 'Carl Kundmann', 'B': 'Ara Chiraz', 'C': 'Reinhold Begas', 'D': 'Jacqueline Marval'}",C,EN
Who is the creator of Prussian National Monument for the Liberation Wars?,"{'A': '長谷川等伯', 'B': 'ヴァルター・アーノルト', 'C': 'Victor Brecheret', 'D': 'Christian Daniel Rauch'}",D,EN
Who is the creator of equestrian statue of Frederick the Great?,"{'A': 'Hiroshima', 'B': 'Christian Daniel Rauch', 'C': 'Andrei Iwanowitsch Chaustow', 'D': 'Pericle Fazzini'}",B,EN
Who is the creator of First Division Monument?,"{'A': 'Fritz Klimsch', 'B': 'Daniel Chester French', 'C': 'Peter Breuer', 'D': 'Nishikawa Sukenobu'}",B,EN
Who is the creator of Isted Lion?,"{'A': 'Fuad Ebdürehmanov', 'B': 'Herman Wilhelm Bissen', 'C': 'エイラ・ヒルツネン', 'D': 'Nakabayashi Chikkei'}",B,EN
Who is the creator of Maisonneuve Monument?,"{'A': 'ハドリアヌス', 'B': 'Katei Taki', 'C': 'Thiébaut Frères', 'D': 'Genki (peintre)'}",C,EN
Who is the creator of Monument to Prince Józef Poniatowski in Warsaw?,"{'A': 'Pierre-Henri de Valenciennes', 'B': '狩野芳崖', 'C': 'Bertel Thorvaldsen', 'D': 'Hortense Haudebourt-Lescot'}",C,EN
Who is the creator of Memorial Frederick I of Prussia?,"{'A': 'Paul Landowski', 'B': 'Zygmunt Acedański', 'C': ""Rai San'yo"", 'D': 'Johann Gottfried Schadow'}",D,EN
Who is the creator of Kyffhäuser Monument?,"{'A': 'John Rhind', 'B': 'Jean-François Millet', 'C': 'Bruno Schmitz', 'D': 'Jacek Łuczak'}",C,EN
Who is the creator of Monument against war and fascism?,"{'A': 'Tosa-Schule', 'B': 'Thiébaut Frères', 'C': 'Alfred Hrdlicka', 'D': 'Rosalie Filleul'}",C,EN
Who is the creator of Hermannsdenkmal?,"{'A': 'Ernst von Bandel', 'B': 'Francesco Barzaghi', 'C': 'Allan Murdmaa', 'D': 'Philippe de Champaigne'}",A,EN
Who is the creator of Erlach memorial?,"{'A': 'Joseph Simon Volmar', 'B': 'フランソワ・ポンポン', 'C': 'Sumiyoshi Gukei', 'D': 'テオドール・シャセリオー'}",A,EN
Who is the creator of Denkmal für Deserteure und Opfer der NS-Militärjustiz?,"{'A': 'ルイーズ＝アデオネ・ドローリン', 'B': 'Mikuláš de Kadaň', 'C': 'Gustav Seitz', 'D': 'Ruedi Baur'}",D,EN
Who is the creator of Worker and Kolkhoz Woman?,"{'A': 'Vera Mukhina', 'B': 'Gaetano Trentanove', 'C': 'Furuyama Moromasa', 'D': 'Grigor Aghababyan'}",A,EN
Who is the creator of Goethe Monument?,"{'A': 'Jules Adolphe Goupil', 'B': 'Fernando Quaglia', 'C': 'Fritz Schaper', 'D': 'Thomas Brock'}",C,EN
Who is the creator of Väter der Einheit?,"{'A': 'Sugawara Hakuryu', 'B': 'Serge Mangin', 'C': 'Mario Irarrázabal', 'D': 'Albrecht Kauw'}",B,EN
Who is the creator of Fontana dei Dioscuri?,"{'A': 'Maxim Petrowitsch Dmitrijew', 'B': 'Domenico Fontana', 'C': 'Sōami', 'D': 'フリッツ・クラマー'}",B,EN
Who is the creator of Stalin Monument?,"{'A': 'Edward Berge', 'B': 'Osman Hamdi Bey', 'C': 'マウリツィオ・カテラン', 'D': 'Sándor Mikus'}",D,EN
Who is the creator of Al-Shaheed Monument?,"{'A': 'Narisara Nuvadtivongs', 'B': 'ルネ・マグリット', 'C': 'Bokudō Sojun', 'D': 'Ismail Fatah Al Turk'}",D,EN
Who is the creator of Peter I Monument in Taganrog?,"{'A': 'Jean-Honoré Fragonard', 'B': 'Mark Antokolski', 'C': 'Antonio León Ortega', 'D': 'Kishi Ganku'}",B,EN
Who is the creator of National Monument on Dam Square?,"{'A': 'ルイーズ＝アデオネ・ドローリン', 'B': '雲谷等顔', 'C': 'Jacobus Oud', 'D': 'Kitagawa Utamaro'}",C,EN
Who is the creator of Balanceakt by Stephan Balkenhol?,"{'A': 'エミリアン・ド・ニューウェルケルク', 'B': 'Toyohiro Utagawa', 'C': 'ニコラ・プッサン', 'D': 'Stephan Balkenhol'}",D,EN
Who is the creator of Monument to Dante in Trento?,"{'A': 'ジャック＝ルイ・ダヴィッド', 'B': 'Paolo Troubetzkoy', 'C': 'Nishikawa Sukenobu', 'D': 'シャルル・デジョルジュ'}",B,EN
"Who is the creator of Vakhtang Gorgasali's statue, Tbilisi?","{'A': 'Elguja Amashukeli', 'B': 'Oreste Calzolari', 'C': 'Cyprian Godebski', 'D': 'Mark Antokolski'}",A,EN
Who is the creator of Sigismund's Column?,"{'A': 'ルイジ・ルスカ', 'B': 'Tokiwa Mitsunaga', 'C': 'Paul Claude-Michel Carpentier', 'D': 'Augustyn Locci'}",D,EN
Who is the creator of Mother Albania?,"{'A': 'Katsushika Isai', 'B': 'Muntaz Dhrami', 'C': 'Jeanne Donnadieu', 'D': 'Claude-Jean Besselièvre'}",B,EN
Who is the creator of Skanderbeg Monument?,"{'A': 'Michael Perkhin', 'B': 'Katō Bunrei', 'C': 'Odhise Paskali', 'D': 'フレデリック・マレス'}",C,EN
Who is the creator of Heinrich Heine Monument?,"{'A': 'Waldemar Grzimek', 'B': 'Baiōken Eishun', 'C': 'ヨゼフ・ヴァーツラフ・ミスルベク', 'D': 'Eduard Sarapyan'}",A,EN
Who is the creator of Monument to the Ghetto Heroes?,"{'A': 'Nathan Rapoport', 'B': '酒井抱一', 'C': 'ジャンヌ＝エリザベート・ショーデ', 'D': 'Frid Soghoyan'}",A,EN
"Who is the creator of Adam Mickiewicz Monument, Warsaw?","{'A': ""Kanō Tan'yū"", 'B': 'Takashina Takakane', 'C': 'Cyprian Godebski', 'D': 'グレナ・グッドエーカー'}",C,EN
Who is the creator of Zähringer memorial?,"{'A': 'Walter Seymour Allward', 'B': 'Adibek Grigoryan', 'C': 'Jakob Friedrich Studer', 'D': 'Lionel Royer'}",C,EN
Who is the creator of Berna fountain?,"{'A': '四代目歌川豊国', 'B': 'Jakob Friedrich Studer', 'C': 'エドムント・フォン・ヘルマー', 'D': 'Jim Torosian'}",B,EN
Who is the creator of Monument to Minin and Pozharsky?,"{'A': 'Jean-François Millet', 'B': 'テオフィル・ハンセン', 'C': 'José Fontseré Mestre', 'D': 'Ivan Martos'}",D,EN
Who is the creator of Millennium Monument?,"{'A': '喜多元規', 'B': 'Franta Belsky', 'C': 'ヘラルド・ポルト', 'D': 'György Zala'}",D,EN
Who is the creator of Columbus Circle?,"{'A': 'Albert H. Hodge', 'B': 'Manfred Sihle-Wissel', 'C': 'Katharina Szelinski-Singer', 'D': 'William Phelps Eno'}",D,EN
Who is the creator of Statue of John Henry Newman?,"{'A': 'Utagawa Toyokuni', 'B': 'Léon-Joseph Chavalliaud', 'C': 'Bruno Schmitz', 'D': 'Kristaq Rama'}",B,EN
Who is the creator of Universal Post Monument?,"{'A': '柴田是真', 'B': 'René de Saint-Marceaux', 'C': 'Yanagisawa Kien', 'D': 'Ievgueni Voutchetitch'}",B,EN
Who is the creator of Germaniadenkmal in Dresden?,"{'A': 'Nukina Kaioku', 'B': 'Robert Henze', 'C': 'II. Suryavarman', 'D': 'Kaigetsudō Doshin'}",B,EN
Who is the creator of Freedom Monument?,"{'A': 'Carl Seffner', 'B': '四代目歌川豊国', 'C': 'Utagawa Toyohiro', 'D': 'Kārlis Zāle'}",D,EN
Who is the creator of Victoria Memorial?,"{'A': 'Thomas Brock', 'B': 'ジョルジュ・ブラック', 'C': ""Jérôme Duquesnoy l'Ancien"", 'D': 'Adélaïde Labille-Guiard'}",A,EN
